"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Ratios: (127) / (126)"	"Ratios: (128) / (126)"	"Ratios: (129) / (126)"	"Ratios: (130) / (126)"	"Ratios: (131) / (126)"	"Ratio Standard Errors [%]: (127) / (126)"	"Ratio Standard Errors [%]: (128) / (126)"	"Ratio Standard Errors [%]: (129) / (126)"	"Ratio Standard Errors [%]: (130) / (126)"	"Ratio Standard Errors [%]: (131) / (126)"	"emPAI"	"# Peptides A2"	"# Cumulative Decoys A2"	"FDR A2"	"Confidence A2"	"|Log Prob| A2"
"False"	"IsMasterProtein"	"Q6AZV1"	"Hsp90beta OS=Xenopus laevis GN=hsp90ab1 PE=2 SV=1"	"39.0581717451524"	"32"	"36"	"32"	"1"	"722"	"82.905"	"5.05"	"0.67"	"0.82"	"0.86"	"1.03"	"0.85"	"4.34"	"2.36"	"2.36"	"2.52"	"3.71"	""	"32"	"0"	"0"	"Green"	"151.623557776515"
"False"	"IsMasterProtein"	"K1C10_HUMAN"	"(Common contaminant protein)"	"43.0016863406408"	"26"	"28"	"26"	"1"	"593"	"59.483"	"5.21"	"0.84"	"0.78"	"0.72"	"1.17"	"1.23"	"3.17"	"5.55"	"6.61"	"2.12"	"3.13"	""	"26"	"0"	"0"	"Green"	"147.591339383939"
"False"	"IsMasterProtein"	"Q7ZTK6"	"MGC53952 protein OS=Xenopus laevis GN=hspa8 PE=2 SV=1"	"42.8792569659443"	"30"	"33"	"29"	"1"	"646"	"70.748"	"5.4"	"0.72"	"0.81"	"0.83"	"1.05"	"0.90"	"5.55"	"2.43"	"3.04"	"3.50"	"3.80"	""	"30"	"0"	"0"	"Green"	"147.375722505837"
"False"	"IsMasterProtein"	"P53505"	"Actin, cytoplasmic type 5 OS=Xenopus laevis PE=3 SV=1"	"53.9893617021277"	"24"	"31"	"24"	"1"	"376"	"41.823"	"5.48"	"0.64"	"0.78"	"0.75"	"1.04"	"0.87"	"6.01"	"3.02"	"3.57"	"3.50"	"4.31"	""	"24"	"0"	"0"	"Green"	"147.310033948702"
"False"	"IsMasterProteinCandidate"	"P53506"	"Actin, cytoplasmic type 8 OS=Xenopus laevis PE=3 SV=1"	"53.9893617021277"	"24"	"31"	"24"	"1"	"376"	"41.821"	"5.48"	"0.64"	"0.78"	"0.75"	"1.04"	"0.87"	"6.01"	"3.02"	"3.57"	"3.50"	"4.31"	""	"24"	"0"	"0"	"Green"	"147.310033948702"
"False"	"IsMasterProteinCandidate"	"A2BDB0"	"Actin, cytoplasmic 2 OS=Xenopus laevis GN=actg1 PE=2 SV=1"	"54.1333333333333"	"24"	"31"	"24"	"1"	"375"	"41.766"	"5.48"	"0.64"	"0.78"	"0.75"	"1.04"	"0.87"	"6.01"	"3.02"	"3.57"	"3.50"	"4.31"	""	"24"	"0"	"0"	"Green"	"147.310033948702"
"False"	"IsMasterProteinCandidate"	"O93400"	"Actin, cytoplasmic 1 OS=Xenopus laevis GN=actb PE=2 SV=1"	"54.1333333333333"	"24"	"31"	"24"	"1"	"375"	"41.74"	"5.48"	"0.64"	"0.78"	"0.75"	"1.04"	"0.87"	"6.01"	"3.02"	"3.57"	"3.50"	"4.31"	""	"24"	"0"	"0"	"Green"	"147.310033948702"
"False"	"IsMasterProtein"	"Q7ZWU3"	"Protein disulfide-isomerase OS=Xenopus laevis GN=pdia3 PE=2 SV=1"	"50.796812749004"	"32"	"35"	"32"	"1"	"502"	"56.086"	"6"	"0.66"	"0.81"	"0.84"	"0.98"	"0.91"	"4.20"	"2.60"	"3.27"	"3.41"	"3.42"	""	"32"	"0"	"0"	"Green"	"141.481299814035"
"False"	"IsMasterProtein"	"Q6B4U5"	"Malate dehydrogenase OS=Xenopus laevis GN=mdh2 PE=2 SV=1"	"66.5680473372781"	"17"	"19"	"17"	"1"	"338"	"35.766"	"8.59"	"0.63"	"0.76"	"0.85"	"0.89"	"0.85"	"6.41"	"4.31"	"1.81"	"2.90"	"4.22"	""	"17"	"0"	"0"	"Green"	"141.355785663928"
"False"	"IsMasterProtein"	"Q68EY5"	"ATP synthase subunit alpha OS=Xenopus laevis GN=atp5a1 PE=2 SV=1"	"53.8878842676311"	"30"	"32"	"30"	"1"	"553"	"59.851"	"9.1"	"0.60"	"0.75"	"0.93"	"0.93"	"0.89"	"6.36"	"3.42"	"2.96"	"3.37"	"3.66"	""	"30"	"0"	"0"	"Green"	"138.877284988448"
"False"	"IsMasterProtein"	"Q6ING0"	"LOC443576 protein (Fragment) OS=Xenopus laevis GN=LOC443576 PE=2 SV=1"	"37.2681281618887"	"20"	"20"	"20"	"1"	"593"	"64.288"	"6.67"	"0.75"	"0.76"	"0.82"	"1.06"	"0.96"	"6.74"	"5.28"	"6.88"	"2.89"	"8.20"	""	"20"	"0"	"0"	"Green"	"130.095302626233"
"False"	"IsMasterProtein"	"Q8AVB7"	"Cct2-prov protein OS=Xenopus laevis GN=cct2 PE=2 SV=1"	"59.2523364485981"	"27"	"30"	"27"	"1"	"535"	"57.629"	"6.21"	"0.62"	"0.77"	"0.82"	"0.97"	"0.89"	"5.73"	"3.71"	"4.60"	"4.54"	"3.36"	""	"27"	"0"	"0"	"Green"	"129.627695809757"
"False"	"IsMasterProtein"	"Q7ZY52"	"Glyceraldehyde-3-phosphate dehydrogenase OS=Xenopus laevis PE=2 SV=1"	"72.6726726726727"	"23"	"34"	"22"	"1"	"333"	"35.812"	"8.05"	"0.61"	"0.82"	"0.80"	"1.05"	"0.90"	"6.39"	"2.99"	"5.58"	"3.12"	"5.44"	""	"23"	"0"	"0"	"Green"	"121.687097009415"
"False"	"IsMasterProtein"	"Q7ZY25"	"Pyruvate kinase OS=Xenopus laevis PE=2 SV=1"	"49.3358633776091"	"32"	"41"	"29"	"1"	"527"	"57.362"	"7.14"	"0.61"	"0.77"	"0.82"	"1.02"	"0.87"	"5.10"	"4.21"	"3.09"	"2.92"	"3.52"	""	"32"	"0"	"0"	"Green"	"121.569500747477"
"False"	"IsMasterProtein"	"Q7ZTL5"	"Cct8-prov protein OS=Xenopus laevis GN=cct8 PE=2 SV=1"	"51.6483516483517"	"29"	"30"	"29"	"1"	"546"	"59.321"	"5.53"	"0.70"	"0.75"	"0.77"	"1.03"	"0.91"	"6.24"	"5.35"	"3.01"	"2.85"	"3.43"	""	"29"	"0"	"0"	"Green"	"119.583540741491"
"False"	"IsMasterProtein"	"Q7ZTJ5"	"Protein disulfide-isomerase (Fragment) OS=Xenopus laevis GN=P4hb PE=2 SV=1"	"51.6441005802708"	"30"	"36"	"29"	"1"	"517"	"57.98"	"4.91"	"0.74"	"0.84"	"0.88"	"0.98"	"0.89"	"8.15"	"5.03"	"4.22"	"3.92"	"4.84"	""	"30"	"0"	"0"	"Green"	"115.52913523123"
"False"	"IsMasterProtein"	"Q7SZ23"	"Gstm2-prov protein OS=Xenopus laevis GN=gstm1 PE=2 SV=1"	"82.1917808219178"	"19"	"20"	"19"	"1"	"219"	"25.375"	"7.83"	"0.69"	"0.73"	"0.76"	"1.05"	"0.69"	"5.93"	"6.26"	"4.67"	"4.50"	"6.22"	""	"19"	"0"	"0"	"Green"	"114.256804406728"
"False"	"IsMasterProtein"	"Q9PSX0"	"Fructose-bisphosphate aldolase OS=Xenopus laevis GN=aldoc PE=2 SV=1"	"59.3406593406593"	"21"	"23"	"21"	"1"	"364"	"39.248"	"6.54"	"0.71"	"0.74"	"0.81"	"1.05"	"0.95"	"7.71"	"3.72"	"5.67"	"4.48"	"3.13"	""	"21"	"0"	"0"	"Green"	"112.751737056746"
"False"	"IsMasterProtein"	"Q7ZYA3"	"Pgm2-prov protein OS=Xenopus laevis GN=pgm1 PE=2 SV=1"	"38.0782918149466"	"20"	"21"	"20"	"1"	"562"	"61.561"	"6.14"	"0.72"	"0.75"	"0.80"	"0.98"	"0.81"	"4.90"	"6.20"	"4.16"	"4.85"	"3.45"	""	"20"	"0"	"0"	"Green"	"110.67684856779"
"False"	"IsMasterProtein"	"Q6NRV3"	"MGC81323 protein OS=Xenopus laevis GN=tuba1a PE=2 SV=1"	"53.3333333333333"	"21"	"23"	"21"	"1"	"450"	"50.167"	"5.15"	"0.68"	"0.79"	"0.82"	"1.04"	"0.98"	"5.23"	"4.28"	"4.88"	"5.44"	"5.05"	""	"21"	"0"	"0"	"Green"	"110.159178376314"
"False"	"IsMasterProtein"	"Q801S7"	"Uba1a protein OS=Xenopus laevis GN=uba1a PE=2 SV=1"	"24.8347497639282"	"22"	"25"	"21"	"1"	"1059"	"117.919"	"5.77"	"0.74"	"0.81"	"0.82"	"1.03"	"0.96"	"5.85"	"6.34"	"5.27"	"2.93"	"5.31"	""	"22"	"0"	"0"	"Green"	"109.323823233193"
"False"	"IsMasterProtein"	"Q6DD68"	"LOC397850 protein OS=Xenopus laevis GN=LOC397850 PE=2 SV=1"	"38.4498480243161"	"23"	"24"	"23"	"1"	"658"	"72.625"	"5.07"	"0.70"	"0.79"	"0.77"	"0.96"	"0.84"	"4.78"	"3.42"	"4.64"	"3.20"	"1.94"	""	"23"	"0"	"0"	"Green"	"108.478814218481"
"False"	"IsMasterProteinCandidate"	"Q7T0R7"	"Cn2-prov protein OS=Xenopus laevis GN=cndp2 PE=2 SV=1"	"39.873417721519"	"18"	"20"	"18"	"1"	"474"	"52.712"	"5.44"	"0.73"	"0.81"	"0.77"	"1.01"	"0.98"	"9.29"	"3.71"	"3.69"	"3.87"	"5.41"	""	"18"	"0"	"0"	"Green"	"107.648471001156"
"False"	"IsMasterProtein"	"Q05AY3"	"Cn2 protein OS=Xenopus laevis GN=cn2 PE=2 SV=1"	"39.873417721519"	"18"	"20"	"18"	"1"	"474"	"52.74"	"5.44"	"0.73"	"0.81"	"0.77"	"1.01"	"0.98"	"9.29"	"3.71"	"3.69"	"3.87"	"5.41"	""	"18"	"0"	"0"	"Green"	"107.648471001156"
"False"	"IsMasterProtein"	"Q6NTP7"	"Aconitate hydratase, mitochondrial OS=Xenopus laevis GN=LOC398139 PE=2 SV=1"	"32.7365728900256"	"30"	"33"	"30"	"1"	"782"	"85.386"	"7.11"	"0.68"	"0.80"	"0.92"	"0.94"	"0.84"	"6.03"	"3.52"	"3.17"	"4.74"	"5.55"	""	"30"	"0"	"0"	"Green"	"107.176898492804"
"False"	"IsMasterProtein"	"A2VD63"	"Uncharacterized protein OS=Xenopus laevis PE=2 SV=1"	"35.4037267080745"	"33"	"36"	"33"	"1"	"805"	"92.608"	"4.82"	"0.68"	"0.80"	"0.93"	"1.12"	"0.91"	"4.78"	"5.28"	"2.74"	"2.85"	"3.58"	""	"33"	"0"	"0"	"Green"	"105.981819885405"
"False"	"IsMasterProtein"	"Q6PCI8"	"Pyruvate carboxylase OS=Xenopus laevis GN=pc.1 PE=2 SV=1"	"23.6193712829227"	"27"	"32"	"27"	"1"	"1177"	"130.011"	"6.93"	"0.73"	"0.82"	"1.02"	"1.08"	"0.95"	"3.66"	"3.05"	"2.81"	"2.01"	"3.43"	""	"27"	"0"	"0"	"Green"	"104.169407989735"
"False"	"IsMasterProtein"	"Q9I8J7"	"MGC69114 protein OS=Xenopus laevis GN=tktl2 PE=2 SV=1"	"40.16"	"23"	"24"	"23"	"1"	"625"	"67.409"	"6.73"	"0.71"	"0.83"	"0.80"	"1.06"	"0.95"	"9.70"	"4.02"	"5.87"	"3.28"	"3.29"	""	"23"	"0"	"0"	"Green"	"104.165529704428"
"False"	"IsMasterProtein"	"Q8AVH2"	"Ckb-prov protein OS=Xenopus laevis GN=ckb PE=2 SV=1"	"53.7234042553192"	"22"	"25"	"22"	"1"	"376"	"42.214"	"6.61"	"0.66"	"0.76"	"0.78"	"0.98"	"0.83"	"7.52"	"4.29"	"2.57"	"2.64"	"6.78"	""	"22"	"0"	"0"	"Green"	"102.461943744764"
"False"	"IsMasterProtein"	"Q6IND5"	"MGC83495 protein OS=Xenopus laevis GN=vwa5a.2 PE=2 SV=1"	"22.4157955865273"	"19"	"21"	"17"	"1"	"861"	"94.428"	"4.83"	"0.73"	"0.82"	"0.84"	"0.98"	"0.84"	"8.32"	"5.78"	"3.78"	"3.23"	"3.78"	""	"19"	"0"	"0"	"Green"	"100.94143203618"
"False"	"IsMasterProtein"	"Q6NTT1"	"LOC398508 protein (Fragment) OS=Xenopus laevis GN=LOC398508 PE=2 SV=1"	"54.5189504373178"	"20"	"25"	"20"	"1"	"343"	"37.051"	"6.43"	"0.67"	"0.75"	"0.88"	"1.06"	"0.97"	"7.69"	"3.93"	"3.60"	"6.55"	"6.19"	""	"20"	"0"	"0"	"Green"	"100.379830950647"
"False"	"IsMasterProtein"	"Q9W7F2"	"WD repeat-containing protein 1-A OS=Xenopus laevis GN=wdr1-a PE=2 SV=2"	"38.5502471169687"	"22"	"25"	"22"	"1"	"607"	"66.122"	"6.68"	"0.65"	"0.83"	"0.77"	"0.99"	"0.89"	"5.50"	"3.82"	"7.14"	"4.76"	"5.09"	""	"22"	"0"	"0"	"Green"	"97.4890638090783"
"False"	"IsMasterProtein"	"Q6DD48"	"Phosphoglycerate kinase OS=Xenopus laevis GN=pgk1 PE=2 SV=1"	"49.400479616307"	"23"	"26"	"23"	"1"	"417"	"44.554"	"7.06"	"0.67"	"0.83"	"0.82"	"1.06"	"0.96"	"3.91"	"3.41"	"4.63"	"3.13"	"4.15"	""	"23"	"0"	"0"	"Green"	"96.727564254382"
"False"	"IsMasterProtein"	"Q7ZXN9"	"MGC53348 protein OS=Xenopus laevis PE=2 SV=1"	"42.1621621621622"	"19"	"20"	"18"	"1"	"555"	"60.088"	"6.21"	"0.67"	"0.74"	"0.84"	"1.10"	"0.96"	"7.52"	"3.41"	"4.25"	"4.85"	"4.81"	""	"19"	"0"	"0"	"Green"	"95.269557715088"
"False"	"IsMasterProtein"	"Q6GN66"	"T-complex protein 1 subunit delta OS=Xenopus laevis GN=cct4 PE=2 SV=1"	"42.6716141001855"	"22"	"29"	"22"	"1"	"539"	"57.855"	"7.61"	"0.66"	"0.75"	"0.88"	"1.00"	"0.91"	"8.88"	"3.88"	"2.90"	"2.71"	"3.33"	""	"22"	"0"	"0"	"Green"	"95.1270975385943"
"False"	"IsMasterProtein"	"Q6DCT5"	"MGC80785 protein OS=Xenopus laevis GN=aldh2 PE=2 SV=1"	"39.3474088291747"	"21"	"21"	"20"	"1"	"521"	"57.213"	"7.65"	"0.78"	"0.78"	"0.90"	"1.01"	"0.97"	"7.43"	"5.22"	"2.48"	"4.69"	"3.46"	""	"21"	"0"	"0"	"Green"	"94.3892706255312"
"False"	"IsMasterProtein"	"Q7ZY98"	"2e999-prov protein OS=Xenopus laevis GN=snd1 PE=2 SV=1"	"20.8609271523179"	"18"	"21"	"18"	"1"	"906"	"101.218"	"6.9"	"0.67"	"0.83"	"0.93"	"1.10"	"1.04"	"5.86"	"6.24"	"5.50"	"2.84"	"4.47"	""	"18"	"0"	"0"	"Green"	"94.2122825272105"
"False"	"IsMasterProtein"	"Q641I6"	"Perilipin OS=Xenopus laevis GN=LOC494638 PE=2 SV=1"	"46.2871287128713"	"17"	"20"	"17"	"1"	"404"	"44.384"	"5.76"	"0.68"	"0.71"	"0.74"	"0.90"	"0.83"	"7.00"	"6.01"	"6.47"	"5.08"	"6.93"	""	"17"	"0"	"0"	"Green"	"93.6354670646424"
"False"	"IsMasterProtein"	"K22E_HUMAN"	"(Common contaminant protein)"	"27.7519379844961"	"18"	"18"	"18"	"1"	"645"	"65.825"	"8"	"0.70"	"0.81"	"0.82"	"1.11"	"1.25"	"5.87"	"6.43"	"6.52"	"4.32"	"3.62"	""	"18"	"0"	"0"	"Green"	"93.4950279702764"
"False"	"IsMasterProtein"	"Q6GPS9"	"MGC82638 protein OS=Xenopus laevis GN=hadha PE=2 SV=1"	"31.8421052631579"	"23"	"26"	"23"	"1"	"760"	"82.307"	"8.94"	"0.70"	"0.73"	"0.89"	"0.99"	"0.91"	"6.41"	"3.18"	"2.47"	"2.29"	"3.22"	""	"23"	"0"	"0"	"Green"	"93.3915929449324"
"False"	"IsMasterProtein"	"Q7ZYT3"	"Rpls3-b protein OS=Xenopus laevis GN=rpls3-b PE=2 SV=1"	"68.6991869918699"	"19"	"21"	"18"	"1"	"246"	"26.999"	"9.66"	"0.65"	"0.77"	"0.83"	"1.03"	"0.86"	"5.22"	"3.29"	"2.76"	"3.69"	"5.85"	""	"19"	"0"	"0"	"Green"	"91.2925185440137"
"False"	"IsMasterProtein"	"Q6GNV0"	"MGC80858 protein OS=Xenopus laevis GN=pa2g4 PE=2 SV=1"	"43.5897435897436"	"19"	"19"	"19"	"1"	"390"	"43.443"	"6.8"	"0.65"	"0.77"	"0.91"	"1.02"	"1.06"	"6.63"	"7.50"	"3.61"	"5.65"	"5.17"	""	"19"	"0"	"0"	"Green"	"90.5626904310394"
"False"	"IsMasterProtein"	"Q6IP60"	"Hspd1 protein OS=Xenopus laevis GN=hspd1 PE=2 SV=1"	"39.8963730569948"	"22"	"23"	"22"	"1"	"579"	"61.596"	"5.83"	"0.62"	"0.78"	"0.94"	"1.05"	"1.00"	"8.37"	"5.11"	"3.32"	"2.51"	"4.31"	""	"22"	"0"	"0"	"Green"	"88.0735299260377"
"False"	"IsMasterProtein"	"P30883"	"Tubulin beta-4 chain OS=Xenopus laevis GN=tubb4 PE=2 SV=1"	"48.314606741573"	"18"	"20"	"18"	"1"	"445"	"49.784"	"4.89"	"0.73"	"0.84"	"0.73"	"0.90"	"0.80"	"5.17"	"8.02"	"4.16"	"4.47"	"5.82"	""	"18"	"0"	"0"	"Green"	"87.1844066701319"
"False"	"IsMasterProtein"	"Q91896"	"14-3-3 protein zeta OS=Xenopus laevis GN=ywhaz PE=2 SV=2"	"57.9591836734694"	"16"	"16"	"16"	"1"	"245"	"27.712"	"4.79"	"0.61"	"0.77"	"0.82"	"0.96"	"0.79"	"9.84"	"4.87"	"2.42"	"4.66"	"6.19"	""	"16"	"0"	"0"	"Green"	"85.2179260975066"
"False"	"IsMasterProtein"	"Q6GP33"	"Glucose-6-phosphate isomerase OS=Xenopus laevis GN=gpi PE=2 SV=1"	"40.8679927667269"	"18"	"21"	"17"	"1"	"553"	"62.067"	"7.47"	"0.63"	"0.75"	"0.93"	"0.98"	"0.88"	"9.51"	"3.45"	"6.36"	"4.03"	"6.82"	""	"18"	"0"	"0"	"Green"	"83.3309951019339"
"False"	"IsMasterProtein"	"B1WBD3"	"Alanine--tRNA ligase, cytoplasmic OS=Xenopus laevis GN=aars PE=2 SV=1"	"27.7892561983471"	"25"	"28"	"25"	"1"	"968"	"107.451"	"5.54"	"0.65"	"0.81"	"0.85"	"1.08"	"0.91"	"7.42"	"3.97"	"3.67"	"2.66"	"4.38"	""	"25"	"0"	"0"	"Green"	"82.8644852444447"
"False"	"IsMasterProtein"	"Q8AY70"	"Glyceraldehyde-3-phosphate dehydrogenase OS=Xenopus laevis GN=gapdh PE=2 SV=1"	"46.2462462462462"	"14"	"16"	"13"	"1"	"333"	"35.879"	"8.25"	"0.64"	"0.87"	"0.82"	"1.11"	"0.94"	"6.75"	"3.41"	"3.29"	"2.67"	"5.36"	""	"14"	"0"	"0"	"Green"	"82.6882944400979"
"False"	"IsMasterProtein"	"Q6GMA6"	"MGC81949 protein OS=Xenopus laevis GN=cct6a PE=2 SV=1"	"37.2881355932203"	"20"	"24"	"19"	"1"	"531"	"57.75"	"6.68"	"0.72"	"0.75"	"0.90"	"1.08"	"0.90"	"3.95"	"4.99"	"4.33"	"3.88"	"4.72"	""	"20"	"0"	"0"	"Green"	"82.6009048705555"
"False"	"IsMasterProtein"	"K1C9_HUMAN"	"(Common contaminant protein)"	"34.991974317817"	"17"	"18"	"17"	"1"	"623"	"62.092"	"5.3"	"1.08"	"0.81"	"0.83"	"1.36"	"1.05"	"2.08"	"6.82"	"7.77"	"3.64"	"3.14"	""	"17"	"0"	"0"	"Green"	"80.8967819283857"
"False"	"IsMasterProtein"	"Q8AVI3"	"60S acidic ribosomal protein P0 OS=Xenopus laevis GN=rplp0 PE=2 SV=1"	"48.2539682539683"	"17"	"18"	"17"	"1"	"315"	"34.076"	"5.57"	"0.64"	"0.85"	"0.85"	"1.09"	"0.91"	"7.03"	"4.31"	"4.17"	"3.33"	"3.01"	""	"17"	"0"	"0"	"Green"	"80.7712579679116"
"False"	"IsMasterProtein"	"Q7ZYP8"	"LOC495278 protein (Fragment) OS=Xenopus laevis GN=LOC495278 PE=2 SV=1"	"36.0071301247772"	"20"	"20"	"20"	"1"	"561"	"61.119"	"6.55"	"0.65"	"0.72"	"0.81"	"1.05"	"0.88"	"4.87"	"5.65"	"6.51"	"4.48"	"5.39"	""	"20"	"0"	"0"	"Green"	"79.6018257720669"
"False"	"IsMasterProtein"	"Q7ZWU1"	"Stip1-prov protein OS=Xenopus laevis GN=stip1 PE=2 SV=1"	"38.6740331491713"	"26"	"26"	"25"	"1"	"543"	"62.067"	"7.33"	"0.74"	"0.84"	"0.79"	"1.11"	"0.98"	"5.64"	"3.25"	"7.20"	"3.70"	"4.31"	""	"26"	"0"	"0"	"Green"	"78.8313450046685"
"False"	"IsMasterProtein"	"Q801S3"	"40S ribosomal protein S3a-A OS=Xenopus laevis GN=rps3a-a PE=2 SV=3"	"54.1666666666667"	"19"	"21"	"19"	"1"	"264"	"29.922"	"9.72"	"0.67"	"0.80"	"0.88"	"1.02"	"0.93"	"4.18"	"6.78"	"3.66"	"4.09"	"5.96"	""	"19"	"0"	"0"	"Green"	"77.9777098305507"
"False"	"IsMasterProtein"	"Q7ZWN5"	"Triosephosphate isomerase OS=Xenopus laevis GN=tpi1 PE=2 SV=1"	"76.2096774193548"	"20"	"20"	"20"	"1"	"248"	"26.745"	"7.36"	"0.60"	"0.73"	"0.78"	"1.01"	"0.92"	"10.39"	"3.15"	"3.11"	"5.13"	"3.54"	""	"20"	"0"	"0"	"Green"	"77.5913713105881"
"False"	"IsMasterProtein"	"Q5FWK8"	"MGC85124 protein OS=Xenopus laevis GN=alox12b PE=2 SV=1"	"25.0746268656716"	"17"	"22"	"17"	"1"	"670"	"75.832"	"5.87"	"0.68"	"0.75"	"0.78"	"1.00"	"0.91"	"7.10"	"4.13"	"4.69"	"6.55"	"4.04"	""	"17"	"0"	"0"	"Green"	"76.994809319747"
"False"	"IsMasterProtein"	"Q7ZX44"	"Txndc5-prov protein OS=Xenopus laevis GN=txndc5 PE=2 SV=1"	"29.2803970223325"	"12"	"15"	"11"	"1"	"403"	"45.86"	"6.18"	"0.86"	"0.90"	"0.82"	"1.01"	"0.90"	"5.32"	"3.23"	"8.97"	"3.78"	"6.19"	""	"12"	"0"	"0"	"Green"	"75.208507734181"
"False"	"IsMasterProtein"	"Q7SZ11"	"Annexin OS=Xenopus laevis PE=2 SV=1"	"44.8979591836735"	"17"	"19"	"17"	"1"	"343"	"38.151"	"7.66"	"0.68"	"0.88"	"0.92"	"1.05"	"0.98"	"7.29"	"8.68"	"3.67"	"2.28"	"3.66"	""	"17"	"0"	"0"	"Green"	"75.0132836078623"
