"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Ratios: (127) / (126)"	"Ratios: (128) / (126)"	"Ratios: (129) / (126)"	"Ratios: (130) / (126)"	"Ratios: (131) / (126)"	"Ratio Standard Errors [%]: (127) / (126)"	"Ratio Standard Errors [%]: (128) / (126)"	"Ratio Standard Errors [%]: (129) / (126)"	"Ratio Standard Errors [%]: (130) / (126)"	"Ratio Standard Errors [%]: (131) / (126)"	"emPAI"	"# Peptides A2"	"# Cumulative Decoys A2"	"FDR A2"	"Confidence A2"	"|Log Prob| A2"
"False"	"IsMasterProtein"	"Q8AVB7"	"Cct2-prov protein OS=Xenopus laevis GN=cct2 PE=2 SV=1"	"57.196261682243"	"25"	"28"	"25"	"1"	"535"	"57.629"	"6.21"	"0.92"	"1.02"	"1.04"	"1.04"	"0.80"	"4.72"	"6.67"	"3.84"	"3.56"	"5.17"	""	"25"	"0"	"0"	"Green"	"133.486242825768"
"False"	"IsMasterProtein"	"Q6ING0"	"LOC443576 protein (Fragment) OS=Xenopus laevis GN=LOC443576 PE=2 SV=1"	"43.0016863406408"	"21"	"24"	"21"	"1"	"593"	"64.288"	"6.67"	"0.94"	"0.91"	"1.13"	"1.01"	"0.80"	"4.76"	"5.52"	"6.14"	"3.98"	"9.28"	""	"21"	"0"	"0"	"Green"	"132.919928212946"
"False"	"IsMasterProtein"	"Q7ZY52"	"Glyceraldehyde-3-phosphate dehydrogenase OS=Xenopus laevis PE=2 SV=1"	"61.5615615615616"	"24"	"35"	"22"	"1"	"333"	"35.812"	"8.05"	"0.98"	"1.07"	"1.09"	"1.03"	"0.75"	"2.73"	"4.25"	"3.29"	"5.39"	"8.66"	""	"24"	"0"	"0"	"Green"	"131.84776780953"
"False"	"IsMasterProtein"	"Q6B4U5"	"Malate dehydrogenase OS=Xenopus laevis GN=mdh2 PE=2 SV=1"	"65.6804733727811"	"17"	"21"	"17"	"1"	"338"	"35.766"	"8.59"	"1.02"	"1.01"	"1.15"	"1.09"	"1.05"	"5.06"	"10.87"	"5.81"	"5.41"	"7.78"	""	"17"	"0"	"0"	"Green"	"129.272594275096"
"False"	"IsMasterProteinCandidate"	"B7ZS76"	"LOC398083 protein OS=Xenopus laevis GN=LOC398083 PE=2 SV=1"	"22.375127420999"	"43"	"46"	"42"	"1"	"1962"	"226.556"	"5.54"	"0.96"	"0.88"	"1.06"	"0.93"	"0.82"	"4.08"	"6.08"	"3.19"	"5.34"	"4.88"	""	"43"	"0"	"0"	"Green"	"128.893039749324"
"False"	"IsMasterProtein"	"O93522"	"Nonmuscle myosin II heavy chain A OS=Xenopus laevis GN=myh9 PE=2 SV=1"	"22.3523421588595"	"43"	"46"	"42"	"1"	"1964"	"226.67"	"5.54"	"0.96"	"0.88"	"1.06"	"0.93"	"0.82"	"4.08"	"6.08"	"3.19"	"5.34"	"4.88"	""	"43"	"0"	"0"	"Green"	"128.893039749324"
"False"	"IsMasterProtein"	"Q68EY5"	"ATP synthase subunit alpha OS=Xenopus laevis GN=atp5a1 PE=2 SV=1"	"50.994575045208"	"28"	"30"	"28"	"1"	"553"	"59.851"	"9.1"	"1.07"	"0.91"	"1.11"	"1.00"	"0.88"	"3.72"	"7.38"	"3.20"	"3.89"	"6.19"	""	"28"	"0"	"0"	"Green"	"128.693404749519"
"False"	"IsMasterProtein"	"Q92122"	"Pyruvate kinase PKM OS=Xenopus laevis GN=pkm PE=2 SV=1"	"50.6641366223909"	"34"	"46"	"32"	"1"	"527"	"57.489"	"6.99"	"0.95"	"0.90"	"1.04"	"0.97"	"0.77"	"2.97"	"3.31"	"2.58"	"1.99"	"6.32"	""	"34"	"0"	"0"	"Green"	"126.772188891937"
"False"	"IsMasterProtein"	"O12975"	"Fructose-bisphosphate aldolase OS=Xenopus laevis GN=aldoa PE=2 SV=1"	"58.7912087912088"	"25"	"29"	"25"	"1"	"364"	"39.361"	"8.29"	"0.96"	"1.08"	"1.09"	"0.94"	"0.71"	"3.92"	"5.68"	"6.04"	"6.17"	"6.86"	""	"25"	"0"	"0"	"Green"	"122.219404648543"
"False"	"IsMasterProtein"	"P53505"	"Actin, cytoplasmic type 5 OS=Xenopus laevis PE=3 SV=1"	"46.2765957446808"	"22"	"25"	"22"	"1"	"376"	"41.823"	"5.48"	"0.99"	"0.98"	"1.14"	"0.92"	"0.74"	"4.48"	"6.25"	"3.77"	"3.54"	"8.44"	""	"22"	"0"	"0"	"Green"	"120.623035035847"
"False"	"IsMasterProteinCandidate"	"P53506"	"Actin, cytoplasmic type 8 OS=Xenopus laevis PE=3 SV=1"	"46.2765957446808"	"22"	"25"	"22"	"1"	"376"	"41.821"	"5.48"	"0.99"	"0.98"	"1.14"	"0.92"	"0.74"	"4.48"	"6.25"	"3.77"	"3.54"	"8.44"	""	"22"	"0"	"0"	"Green"	"120.623035035847"
"False"	"IsMasterProteinCandidate"	"O93400"	"Actin, cytoplasmic 1 OS=Xenopus laevis GN=actb PE=2 SV=1"	"46.4"	"22"	"25"	"22"	"1"	"375"	"41.74"	"5.48"	"0.99"	"0.98"	"1.14"	"0.92"	"0.74"	"4.48"	"6.25"	"3.77"	"3.54"	"8.44"	""	"22"	"0"	"0"	"Green"	"120.623035035847"
"False"	"IsMasterProteinCandidate"	"A2BDB0"	"Actin, cytoplasmic 2 OS=Xenopus laevis GN=actg1 PE=2 SV=1"	"46.4"	"22"	"25"	"22"	"1"	"375"	"41.766"	"5.48"	"0.99"	"0.98"	"1.14"	"0.92"	"0.74"	"4.48"	"6.25"	"3.77"	"3.54"	"8.44"	""	"22"	"0"	"0"	"Green"	"120.623035035847"
"False"	"IsMasterProtein"	"Q7ZTK6"	"MGC53952 protein OS=Xenopus laevis GN=hspa8 PE=2 SV=1"	"42.8792569659443"	"26"	"27"	"26"	"1"	"646"	"70.748"	"5.4"	"0.89"	"0.88"	"1.04"	"0.96"	"0.81"	"2.74"	"7.57"	"3.78"	"4.60"	"7.76"	""	"26"	"0"	"0"	"Green"	"120.243131052206"
"False"	"IsMasterProtein"	"K1C10_HUMAN"	"(Common contaminant protein)"	"44.5193929173693"	"26"	"30"	"26"	"1"	"593"	"59.483"	"5.21"	"0.17"	"0.28"	"0.70"	"0.89"	"2.14"	"141.64"	"45.09"	"10.78"	"6.59"	"2.71"	""	"26"	"0"	"0"	"Green"	"115.09460226089"
"False"	"IsMasterProtein"	"Q7ZTL5"	"Cct8-prov protein OS=Xenopus laevis GN=cct8 PE=2 SV=1"	"50.7326007326007"	"29"	"33"	"29"	"1"	"546"	"59.321"	"5.53"	"0.96"	"0.92"	"1.17"	"1.00"	"0.79"	"3.97"	"6.14"	"1.61"	"2.16"	"5.15"	""	"29"	"0"	"0"	"Green"	"114.27340816657"
"False"	"IsMasterProtein"	"A2VD63"	"Uncharacterized protein OS=Xenopus laevis PE=2 SV=1"	"35.2795031055901"	"33"	"35"	"33"	"1"	"805"	"92.608"	"4.82"	"0.95"	"0.91"	"1.17"	"1.02"	"0.71"	"2.92"	"5.18"	"4.68"	"3.86"	"5.12"	""	"33"	"0"	"0"	"Green"	"113.671186049716"
"False"	"IsMasterProtein"	"Q6IP21"	"Perilipin OS=Xenopus laevis GN=plin2 PE=2 SV=1"	"44.6261682242991"	"18"	"19"	"15"	"1"	"428"	"47.168"	"5.06"	"0.91"	"1.09"	"1.13"	"1.06"	"1.00"	"6.45"	"7.01"	"9.88"	"6.76"	"2.67"	""	"18"	"0"	"0"	"Green"	"112.613163118322"
"False"	"IsMasterProtein"	"Q6NTP7"	"Aconitate hydratase, mitochondrial OS=Xenopus laevis GN=LOC398139 PE=2 SV=1"	"33.7595907928389"	"28"	"32"	"28"	"1"	"782"	"85.386"	"7.11"	"0.95"	"0.81"	"1.04"	"1.00"	"0.81"	"5.18"	"10.03"	"4.54"	"4.05"	"4.99"	""	"28"	"0"	"0"	"Green"	"112.369979171431"
"False"	"IsMasterProteinCandidate"	"Q9PUG0"	"Aconitate hydratase, mitochondrial OS=Xenopus laevis PE=2 SV=1"	"34.1121495327103"	"28"	"32"	"28"	"1"	"856"	"93.474"	"7.78"	"0.95"	"0.81"	"1.04"	"1.00"	"0.81"	"5.18"	"10.03"	"4.54"	"4.05"	"4.99"	""	"28"	"0"	"0"	"Green"	"112.369979171431"
"False"	"IsMasterProtein"	"Q7ZTJ5"	"Protein disulfide-isomerase (Fragment) OS=Xenopus laevis GN=P4hb PE=2 SV=1"	"50.4835589941973"	"29"	"33"	"28"	"1"	"517"	"57.98"	"4.91"	"0.93"	"1.04"	"1.05"	"0.96"	"0.80"	"4.64"	"4.11"	"5.81"	"3.43"	"7.48"	""	"29"	"0"	"0"	"Green"	"111.281806888345"
"False"	"IsMasterProtein"	"Q9I8J7"	"MGC69114 protein OS=Xenopus laevis GN=tktl2 PE=2 SV=1"	"36.48"	"22"	"26"	"22"	"1"	"625"	"67.409"	"6.73"	"0.95"	"0.87"	"1.06"	"0.94"	"0.69"	"2.92"	"5.25"	"2.72"	"3.50"	"7.54"	""	"22"	"0"	"0"	"Green"	"108.859803560413"
"False"	"IsMasterProtein"	"Q6GN66"	"T-complex protein 1 subunit delta OS=Xenopus laevis GN=cct4 PE=2 SV=1"	"53.9888682745826"	"25"	"32"	"25"	"1"	"539"	"57.855"	"7.61"	"0.96"	"1.02"	"1.12"	"1.02"	"0.77"	"4.92"	"5.37"	"3.42"	"2.36"	"7.60"	""	"25"	"0"	"0"	"Green"	"108.206808348208"
"False"	"IsMasterProtein"	"Q6NTQ5"	"Tcp1-A-prov protein OS=Xenopus laevis GN=tcp1 PE=2 SV=1"	"38.3783783783784"	"20"	"24"	"20"	"1"	"555"	"60.136"	"6.32"	"1.00"	"0.98"	"1.13"	"0.97"	"0.82"	"6.14"	"9.98"	"4.05"	"6.01"	"8.03"	""	"20"	"0"	"0"	"Green"	"108.066344298508"
"False"	"IsMasterProtein"	"Q7ZYA3"	"Pgm2-prov protein OS=Xenopus laevis GN=pgm1 PE=2 SV=1"	"46.2633451957295"	"23"	"24"	"23"	"1"	"562"	"61.561"	"6.14"	"0.91"	"0.77"	"1.05"	"0.99"	"0.79"	"3.40"	"5.58"	"4.45"	"4.69"	"9.42"	""	"23"	"0"	"0"	"Green"	"106.095992145127"
"False"	"IsMasterProtein"	"Q7ZWN5"	"Triosephosphate isomerase OS=Xenopus laevis GN=tpi1 PE=2 SV=1"	"66.9354838709677"	"19"	"21"	"19"	"1"	"248"	"26.745"	"7.36"	"0.98"	"1.29"	"1.10"	"0.96"	"0.74"	"5.00"	"6.87"	"4.40"	"7.71"	"9.05"	""	"19"	"0"	"0"	"Green"	"101.40574144092"
"False"	"IsMasterProtein"	"Q6PCI8"	"Pyruvate carboxylase OS=Xenopus laevis GN=pc.1 PE=2 SV=1"	"26.5080713678845"	"30"	"35"	"30"	"1"	"1177"	"130.011"	"6.93"	"1.09"	"1.07"	"1.37"	"1.12"	"0.87"	"2.55"	"3.47"	"2.07"	"2.19"	"4.44"	""	"30"	"0"	"0"	"Green"	"100.31682028385"
"False"	"IsMasterProtein"	"Q5U4V6"	"LOC397931 protein OS=Xenopus laevis GN=LOC397931 PE=2 SV=1"	"50.4444444444445"	"21"	"25"	"21"	"1"	"450"	"50.035"	"5.15"	"0.92"	"0.81"	"1.10"	"0.93"	"0.79"	"4.69"	"9.10"	"4.92"	"3.81"	"9.31"	""	"21"	"0"	"0"	"Green"	"97.8587429140397"
"False"	"IsMasterProtein"	"Q8AY70"	"Glyceraldehyde-3-phosphate dehydrogenase OS=Xenopus laevis GN=gapdh PE=2 SV=1"	"46.2462462462462"	"14"	"18"	"13"	"1"	"333"	"35.879"	"8.25"	"1.19"	"1.07"	"1.20"	"1.14"	"0.88"	"3.57"	"6.30"	"3.22"	"5.24"	"9.77"	""	"14"	"0"	"0"	"Green"	"95.6731766983217"
"False"	"IsMasterProtein"	"Q6GNR4"	"Clathrin heavy chain OS=Xenopus laevis GN=cltc PE=2 SV=1"	"17.134328358209"	"25"	"27"	"25"	"1"	"1675"	"191.309"	"5.74"	"0.94"	"0.89"	"1.20"	"0.98"	"0.85"	"4.55"	"9.61"	"4.72"	"4.40"	"3.86"	""	"25"	"0"	"0"	"Green"	"94.4974962142593"
"False"	"IsMasterProtein"	"P30883"	"Tubulin beta-4 chain OS=Xenopus laevis GN=tubb4 PE=2 SV=1"	"51.9101123595506"	"22"	"23"	"22"	"1"	"445"	"49.784"	"4.89"	"0.98"	"0.77"	"1.09"	"0.79"	"0.86"	"4.68"	"7.82"	"5.17"	"4.53"	"4.58"	""	"22"	"0"	"0"	"Green"	"94.386506483147"
"False"	"IsMasterProtein"	"Q6DD48"	"Phosphoglycerate kinase OS=Xenopus laevis GN=pgk1 PE=2 SV=1"	"55.6354916067146"	"25"	"27"	"25"	"1"	"417"	"44.554"	"7.06"	"1.05"	"0.98"	"1.18"	"1.07"	"0.77"	"3.23"	"3.63"	"2.36"	"4.01"	"6.06"	""	"25"	"0"	"0"	"Green"	"94.2174196161191"
"False"	"IsMasterProtein"	"Q8AVH2"	"Ckb-prov protein OS=Xenopus laevis GN=ckb PE=2 SV=1"	"53.7234042553192"	"22"	"24"	"22"	"1"	"376"	"42.214"	"6.61"	"0.94"	"0.90"	"1.09"	"1.01"	"0.74"	"3.50"	"6.98"	"2.64"	"3.91"	"8.30"	""	"22"	"0"	"0"	"Green"	"93.100618698188"
"False"	"IsMasterProtein"	"Q6NTT1"	"LOC398508 protein (Fragment) OS=Xenopus laevis GN=LOC398508 PE=2 SV=1"	"62.0991253644315"	"22"	"27"	"22"	"1"	"343"	"37.051"	"6.43"	"1.04"	"1.05"	"1.12"	"1.06"	"0.88"	"4.45"	"8.44"	"6.54"	"4.47"	"8.92"	""	"22"	"0"	"0"	"Green"	"92.7792442566347"
"False"	"IsMasterProtein"	"K22E_HUMAN"	"(Common contaminant protein)"	"32.8682170542636"	"20"	"20"	"20"	"1"	"645"	"65.825"	"8"	"0.18"	"0.31"	"0.67"	"0.99"	"2.18"	"161.31"	"25.57"	"14.30"	"7.55"	"3.35"	""	"20"	"0"	"0"	"Green"	"92.4058276174017"
"False"	"IsMasterProteinCandidate"	"Q7ZTR6"	"Hspd1 protein (Fragment) OS=Xenopus laevis GN=Hspd1 PE=2 SV=1"	"45.5855855855856"	"23"	"25"	"23"	"1"	"555"	"59.616"	"7.05"	"1.04"	"1.09"	"1.13"	"1.17"	"0.84"	"7.49"	"5.75"	"4.05"	"2.70"	"7.57"	""	"23"	"0"	"0"	"Green"	"92.2392375245956"
"False"	"IsMasterProtein"	"Q6IP60"	"Hspd1 protein OS=Xenopus laevis GN=hspd1 PE=2 SV=1"	"43.6960276338515"	"23"	"25"	"23"	"1"	"579"	"61.596"	"5.83"	"1.04"	"1.09"	"1.13"	"1.17"	"0.84"	"7.49"	"5.75"	"4.05"	"2.70"	"7.57"	""	"23"	"0"	"0"	"Green"	"92.2392375245956"
"False"	"IsMasterProtein"	"Q7ZYT3"	"Rpls3-b protein OS=Xenopus laevis GN=rpls3-b PE=2 SV=1"	"68.6991869918699"	"19"	"21"	"18"	"1"	"246"	"26.999"	"9.66"	"1.02"	"0.91"	"1.08"	"1.00"	"0.75"	"2.97"	"5.60"	"5.46"	"4.27"	"7.52"	""	"19"	"0"	"0"	"Green"	"91.3453202460354"
"False"	"IsMasterProtein"	"Q7SZ23"	"Gstm2-prov protein OS=Xenopus laevis GN=gstm1 PE=2 SV=1"	"80.365296803653"	"19"	"20"	"19"	"1"	"219"	"25.375"	"7.83"	"0.92"	"0.85"	"1.08"	"0.92"	"0.86"	"4.58"	"7.70"	"4.64"	"3.83"	"7.69"	""	"19"	"0"	"0"	"Green"	"89.7969361958782"
"False"	"IsMasterProtein"	"Q6DJK5"	"CNDP dipeptidase 2 (Metallopeptidase M20 family) OS=Xenopus laevis GN=cndp2-prov PE=2 SV=1"	"35.4430379746835"	"15"	"20"	"15"	"1"	"474"	"52.807"	"5.87"	"0.93"	"0.84"	"1.04"	"0.93"	"0.78"	"4.05"	"3.39"	"2.76"	"2.88"	"8.22"	""	"15"	"0"	"0"	"Green"	"89.1868466660473"
"False"	"IsMasterProtein"	"P52297"	"Importin subunit beta OS=Xenopus laevis GN=kpnb1 PE=1 SV=3"	"21.3470319634703"	"16"	"18"	"16"	"1"	"876"	"97.124"	"4.79"	"0.93"	"0.95"	"1.02"	"0.95"	"0.83"	"5.49"	"9.17"	"4.76"	"6.40"	"5.87"	""	"16"	"0"	"0"	"Green"	"88.0979655710798"
"False"	"IsMasterProtein"	"Q6GP33"	"Glucose-6-phosphate isomerase OS=Xenopus laevis GN=gpi PE=2 SV=1"	"45.2079566003617"	"21"	"24"	"20"	"1"	"553"	"62.067"	"7.47"	"0.99"	"0.75"	"0.98"	"0.92"	"0.84"	"4.90"	"10.83"	"6.36"	"8.44"	"8.63"	""	"21"	"0"	"0"	"Green"	"87.8421623857849"
"False"	"IsMasterProtein"	"Q8AVI3"	"60S acidic ribosomal protein P0 OS=Xenopus laevis GN=rplp0 PE=2 SV=1"	"51.4285714285714"	"16"	"19"	"16"	"1"	"315"	"34.076"	"5.57"	"0.91"	"0.88"	"1.11"	"0.95"	"0.78"	"2.65"	"7.70"	"3.98"	"3.84"	"8.87"	""	"16"	"0"	"0"	"Green"	"84.4361412901288"
"False"	"IsMasterProtein"	"Q8AVT1"	"Paics-prov protein OS=Xenopus laevis PE=2 SV=1"	"34.5882352941176"	"20"	"22"	"20"	"1"	"425"	"47.136"	"7.09"	"0.96"	"0.84"	"1.08"	"0.97"	"0.81"	"4.31"	"5.90"	"3.78"	"3.46"	"5.86"	""	"20"	"0"	"0"	"Green"	"83.9989198023899"
"False"	"IsMasterProtein"	"P50143"	"T-complex protein 1 subunit gamma OS=Xenopus laevis GN=cct3 PE=2 SV=2"	"36.3802559414991"	"21"	"23"	"21"	"1"	"547"	"60.598"	"6.27"	"0.99"	"1.01"	"1.10"	"0.90"	"0.83"	"3.60"	"5.24"	"2.63"	"2.24"	"4.93"	""	"21"	"0"	"0"	"Green"	"83.2623759651543"
"False"	"IsMasterProtein"	"Q91896"	"14-3-3 protein zeta OS=Xenopus laevis GN=ywhaz PE=2 SV=2"	"57.9591836734694"	"16"	"18"	"16"	"1"	"245"	"27.712"	"4.79"	"0.87"	"0.95"	"1.05"	"1.01"	"0.61"	"4.66"	"8.83"	"3.80"	"3.40"	"7.16"	""	"16"	"0"	"0"	"Green"	"83.2322912512832"
"False"	"IsMasterProtein"	"Q7ZTK9"	"Aspartate aminotransferase OS=Xenopus laevis GN=got1 PE=2 SV=1"	"44.5255474452555"	"16"	"17"	"16"	"1"	"411"	"46.041"	"7.44"	"0.95"	"0.88"	"1.10"	"0.95"	"0.79"	"3.88"	"4.25"	"1.91"	"4.94"	"11.52"	""	"16"	"0"	"0"	"Green"	"81.6913212807929"
"False"	"IsMasterProtein"	"Q6NU02"	"LOC443739 protein OS=Xenopus laevis GN=eif4a1 PE=2 SV=1"	"40.1477832512315"	"14"	"16"	"13"	"1"	"406"	"45.989"	"5.48"	"1.05"	"0.82"	"1.10"	"0.93"	"0.78"	"4.50"	"3.26"	"6.39"	"4.02"	"8.56"	""	"14"	"0"	"0"	"Green"	"81.5493823597558"
"False"	"IsMasterProtein"	"P26642"	"Elongation factor 1-gamma-A OS=Xenopus laevis GN=eef1g-a PE=1 SV=1"	"33.0275229357798"	"18"	"22"	"18"	"1"	"436"	"49.759"	"7.68"	"0.90"	"0.83"	"1.00"	"0.99"	"0.80"	"5.05"	"6.53"	"4.79"	"4.63"	"7.26"	""	"18"	"0"	"0"	"Green"	"80.9024125443077"
"False"	"IsMasterProtein"	"B1WBD3"	"Alanine--tRNA ligase, cytoplasmic OS=Xenopus laevis GN=aars PE=2 SV=1"	"28.6157024793388"	"25"	"28"	"25"	"1"	"968"	"107.451"	"5.54"	"1.01"	"0.95"	"1.14"	"0.94"	"0.82"	"2.95"	"5.30"	"3.88"	"6.25"	"5.73"	""	"25"	"0"	"0"	"Green"	"80.6136503426757"
"False"	"IsMasterProtein"	"Q7SZ11"	"Annexin OS=Xenopus laevis PE=2 SV=1"	"40.5247813411079"	"14"	"16"	"13"	"1"	"343"	"38.151"	"7.66"	"0.91"	"1.03"	"1.08"	"0.96"	"0.93"	"4.77"	"10.09"	"8.41"	"8.89"	"7.12"	""	"14"	"0"	"0"	"Green"	"80.069842267598"
"False"	"IsMasterProtein"	"Q7SZS3"	"Aspartate aminotransferase OS=Xenopus laevis GN=got2 PE=2 SV=1"	"42.6229508196721"	"21"	"23"	"21"	"1"	"427"	"47.586"	"8.92"	"0.97"	"0.86"	"1.01"	"1.03"	"0.71"	"5.11"	"8.49"	"3.88"	"7.12"	"6.82"	""	"21"	"0"	"0"	"Green"	"79.6355341518268"
"False"	"IsMasterProtein"	"Q9W7F2"	"WD repeat-containing protein 1-A OS=Xenopus laevis GN=wdr1-a PE=2 SV=2"	"36.5733113673806"	"21"	"23"	"21"	"1"	"607"	"66.122"	"6.68"	"0.98"	"0.92"	"1.06"	"1.07"	"0.88"	"4.56"	"4.71"	"8.11"	"7.67"	"11.07"	""	"21"	"0"	"0"	"Green"	"79.3386950789507"
"False"	"IsMasterProtein"	"Q9PSX0"	"Fructose-bisphosphate aldolase OS=Xenopus laevis GN=aldoc PE=2 SV=1"	"39.010989010989"	"15"	"20"	"15"	"1"	"364"	"39.248"	"6.54"	"1.00"	"0.91"	"1.16"	"1.09"	"0.92"	"3.65"	"10.63"	"4.32"	"5.48"	"7.06"	""	"15"	"0"	"0"	"Green"	"78.6880604860868"
"False"	"IsMasterProtein"	"Q6DCT5"	"MGC80785 protein OS=Xenopus laevis GN=aldh2 PE=2 SV=1"	"33.9731285988484"	"18"	"21"	"18"	"1"	"521"	"57.213"	"7.65"	"1.02"	"1.00"	"1.17"	"1.11"	"0.88"	"5.48"	"6.16"	"2.19"	"5.43"	"3.51"	""	"18"	"0"	"0"	"Green"	"77.7171374649973"
"False"	"IsMasterProtein"	"P08429"	"60S ribosomal protein L4-A OS=Xenopus laevis GN=rpl4-a PE=2 SV=2"	"48.2323232323232"	"26"	"31"	"26"	"1"	"396"	"44.881"	"11.08"	"0.95"	"0.93"	"1.01"	"0.93"	"0.82"	"4.23"	"4.88"	"6.71"	"3.49"	"8.17"	""	"26"	"0"	"0"	"Green"	"77.4497605017805"
