"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Ratios: (127) / (126)"	"Ratios: (128) / (126)"	"Ratios: (129) / (126)"	"Ratios: (130) / (126)"	"Ratios: (131) / (126)"	"Ratio Standard Errors [%]: (127) / (126)"	"Ratio Standard Errors [%]: (128) / (126)"	"Ratio Standard Errors [%]: (129) / (126)"	"Ratio Standard Errors [%]: (130) / (126)"	"Ratio Standard Errors [%]: (131) / (126)"	"emPAI"	"# Peptides A2"	"# Cumulative Decoys A2"	"FDR A2"	"Confidence A2"	"|Log Prob| A2"
"False"	"IsMasterProtein"	"Q7ZY98"	"2e999-prov protein OS=Xenopus laevis GN=snd1 PE=2 SV=1"	"27.0419426048565"	"25"	"26"	"25"	"1"	"906"	"101.218"	"6.9"	"0.53"	"0.89"	"1.07"	"0.96"	"0.82"	"14.08"	"6.18"	"3.74"	"6.92"	"3.69"	""	"25"	"0"	"0"	"Green"	"108.06951352439"
"False"	"IsMasterProtein"	"Q6GNR4"	"Clathrin heavy chain OS=Xenopus laevis GN=cltc PE=2 SV=1"	"16.8955223880597"	"23"	"24"	"23"	"1"	"1675"	"191.309"	"5.74"	"0.46"	"0.85"	"1.09"	"0.90"	"0.78"	"9.93"	"3.73"	"3.47"	"3.33"	"4.78"	""	"23"	"0"	"0"	"Green"	"106.771307173401"
"False"	"IsMasterProtein"	"Q05AY3"	"Cn2 protein OS=Xenopus laevis GN=cn2 PE=2 SV=1"	"38.3966244725738"	"17"	"19"	"17"	"1"	"474"	"52.74"	"5.44"	"0.46"	"0.75"	"0.86"	"0.79"	"0.78"	"13.41"	"4.05"	"7.27"	"7.02"	"4.38"	""	"17"	"0"	"0"	"Green"	"105.894713229381"
"False"	"IsMasterProteinCandidate"	"Q7T0R7"	"Cn2-prov protein OS=Xenopus laevis GN=cndp2 PE=2 SV=1"	"38.3966244725738"	"17"	"19"	"17"	"1"	"474"	"52.712"	"5.44"	"0.46"	"0.75"	"0.86"	"0.79"	"0.78"	"13.41"	"4.05"	"7.27"	"7.02"	"4.38"	""	"17"	"0"	"0"	"Green"	"105.894713229381"
"False"	"IsMasterProtein"	"Q7ZYA3"	"Pgm2-prov protein OS=Xenopus laevis GN=pgm1 PE=2 SV=1"	"38.7900355871886"	"21"	"23"	"21"	"1"	"562"	"61.561"	"6.14"	"0.47"	"0.78"	"0.99"	"0.85"	"0.74"	"9.32"	"7.45"	"4.41"	"3.35"	"6.44"	""	"21"	"0"	"0"	"Green"	"105.444188656836"
"False"	"IsMasterProtein"	"Q7ZYT3"	"Rpls3-b protein OS=Xenopus laevis GN=rpls3-b PE=2 SV=1"	"68.6991869918699"	"21"	"24"	"20"	"1"	"246"	"26.999"	"9.66"	"0.51"	"0.83"	"0.96"	"0.84"	"0.73"	"5.96"	"3.41"	"4.75"	"3.58"	"4.09"	""	"21"	"0"	"0"	"Green"	"104.753606677768"
"False"	"IsMasterProtein"	"Q7SZ23"	"Gstm2-prov protein OS=Xenopus laevis GN=gstm1 PE=2 SV=1"	"80.365296803653"	"19"	"21"	"19"	"1"	"219"	"25.375"	"7.83"	"0.33"	"0.78"	"1.21"	"0.92"	"0.72"	"21.45"	"4.97"	"6.83"	"5.50"	"4.79"	""	"19"	"0"	"0"	"Green"	"103.077811621478"
"False"	"IsMasterProtein"	"Q9DEE8"	"Ubiquitin activating enzyme OS=Xenopus laevis GN=uba1 PE=2 SV=1"	"23.5127478753541"	"21"	"25"	"20"	"1"	"1059"	"117.893"	"5.72"	"0.46"	"0.85"	"0.93"	"0.87"	"0.78"	"9.43"	"2.82"	"5.06"	"7.05"	"5.89"	""	"21"	"0"	"0"	"Green"	"102.569226546633"
"False"	"IsMasterProtein"	"Q6GNV0"	"MGC80858 protein OS=Xenopus laevis GN=pa2g4 PE=2 SV=1"	"45.3846153846154"	"19"	"20"	"19"	"1"	"390"	"43.443"	"6.8"	"0.42"	"0.78"	"1.09"	"0.88"	"0.86"	"11.71"	"5.11"	"7.87"	"6.16"	"4.66"	""	"19"	"0"	"0"	"Green"	"101.781517301756"
"False"	"IsMasterProtein"	"Q7ZTL5"	"Cct8-prov protein OS=Xenopus laevis GN=cct8 PE=2 SV=1"	"50.1831501831502"	"28"	"32"	"28"	"1"	"546"	"59.321"	"5.53"	"0.43"	"0.79"	"1.09"	"0.82"	"0.77"	"11.50"	"3.29"	"3.91"	"5.41"	"2.76"	""	"28"	"0"	"0"	"Green"	"101.490225917639"
"False"	"IsMasterProtein"	"Q6GN66"	"T-complex protein 1 subunit delta OS=Xenopus laevis GN=cct4 PE=2 SV=1"	"48.0519480519481"	"22"	"27"	"21"	"1"	"539"	"57.855"	"7.61"	"0.49"	"0.79"	"1.06"	"0.84"	"0.79"	"8.86"	"3.98"	"4.80"	"5.17"	"3.33"	""	"22"	"0"	"0"	"Green"	"101.30569060273"
"False"	"IsMasterProtein"	"Q6NTT1"	"LOC398508 protein (Fragment) OS=Xenopus laevis GN=LOC398508 PE=2 SV=1"	"53.0612244897959"	"18"	"20"	"18"	"1"	"343"	"37.051"	"6.43"	"0.54"	"0.85"	"1.13"	"0.84"	"0.80"	"9.14"	"6.90"	"9.55"	"6.90"	"5.50"	""	"18"	"0"	"0"	"Green"	"100.007227158707"
"False"	"IsMasterProtein"	"Q7ZXN9"	"MGC53348 protein OS=Xenopus laevis PE=2 SV=1"	"40.9009009009009"	"21"	"22"	"20"	"1"	"555"	"60.088"	"6.21"	"0.49"	"0.81"	"1.00"	"0.84"	"0.73"	"3.52"	"5.55"	"6.03"	"5.04"	"4.04"	""	"21"	"0"	"0"	"Green"	"98.3241694253369"
"False"	"IsMasterProtein"	"Q6DD68"	"LOC397850 protein OS=Xenopus laevis GN=LOC397850 PE=2 SV=1"	"45.2887537993921"	"25"	"28"	"25"	"1"	"658"	"72.625"	"5.07"	"0.49"	"0.82"	"1.09"	"0.86"	"0.75"	"9.29"	"3.04"	"5.16"	"5.16"	"5.28"	""	"25"	"0"	"0"	"Green"	"98.2184453663094"
"False"	"IsMasterProtein"	"Q6GP33"	"Glucose-6-phosphate isomerase OS=Xenopus laevis GN=gpi PE=2 SV=1"	"46.6546112115732"	"22"	"25"	"21"	"1"	"553"	"62.067"	"7.47"	"0.54"	"0.81"	"0.97"	"0.92"	"0.84"	"7.63"	"8.48"	"7.05"	"7.30"	"4.18"	""	"22"	"0"	"0"	"Green"	"94.4257648960583"
"False"	"IsMasterProtein"	"Q6DCT5"	"MGC80785 protein OS=Xenopus laevis GN=aldh2 PE=2 SV=1"	"45.10556621881"	"22"	"22"	"21"	"1"	"521"	"57.213"	"7.65"	"0.48"	"0.83"	"1.11"	"0.82"	"0.68"	"9.06"	"6.49"	"2.72"	"6.58"	"3.03"	""	"22"	"0"	"0"	"Green"	"93.8860953418443"
"False"	"IsMasterProtein"	"Q6IND5"	"MGC83495 protein OS=Xenopus laevis GN=vwa5a.2 PE=2 SV=1"	"25.6678281068525"	"20"	"22"	"18"	"1"	"861"	"94.428"	"4.83"	"0.48"	"0.83"	"0.88"	"0.87"	"0.74"	"8.29"	"6.04"	"4.84"	"5.76"	"5.04"	""	"20"	"0"	"0"	"Green"	"93.4144412472145"
"False"	"IsMasterProtein"	"P30883"	"Tubulin beta-4 chain OS=Xenopus laevis GN=tubb4 PE=2 SV=1"	"53.9325842696629"	"20"	"24"	"20"	"1"	"445"	"49.784"	"4.89"	"0.49"	"0.80"	"1.04"	"0.92"	"0.78"	"13.39"	"4.16"	"4.29"	"6.46"	"3.11"	""	"20"	"0"	"0"	"Green"	"93.2399562125466"
"False"	"IsMasterProtein"	"P52297"	"Importin subunit beta OS=Xenopus laevis GN=kpnb1 PE=1 SV=3"	"27.2831050228311"	"21"	"24"	"21"	"1"	"876"	"97.124"	"4.79"	"0.49"	"0.79"	"0.97"	"0.84"	"0.70"	"14.60"	"6.97"	"6.60"	"8.90"	"7.59"	""	"21"	"0"	"0"	"Green"	"93.0141433381949"
"False"	"IsMasterProtein"	"B1WBD3"	"Alanine--tRNA ligase, cytoplasmic OS=Xenopus laevis GN=aars PE=2 SV=1"	"29.6487603305785"	"27"	"28"	"27"	"1"	"968"	"107.451"	"5.54"	"0.52"	"0.79"	"1.11"	"0.95"	"0.80"	"6.60"	"3.87"	"4.09"	"3.51"	"2.94"	""	"27"	"0"	"0"	"Green"	"91.8760088478606"
"False"	"IsMasterProtein"	"P50143"	"T-complex protein 1 subunit gamma OS=Xenopus laevis GN=cct3 PE=2 SV=2"	"40.4021937842779"	"20"	"23"	"20"	"1"	"547"	"60.598"	"6.27"	"0.49"	"0.78"	"1.03"	"0.91"	"0.76"	"7.97"	"3.67"	"3.35"	"6.95"	"4.58"	""	"20"	"0"	"0"	"Green"	"87.8299287097167"
"False"	"IsMasterProtein"	"Q7ZYH7"	"Phosphoglycerate kinase OS=Xenopus laevis PE=2 SV=1"	"52.5179856115108"	"24"	"28"	"24"	"1"	"417"	"44.625"	"6.65"	"0.47"	"0.75"	"1.08"	"0.89"	"0.74"	"8.03"	"4.85"	"3.53"	"3.43"	"2.36"	""	"24"	"0"	"0"	"Green"	"85.7168216301241"
"False"	"IsMasterProtein"	"K22E_HUMAN"	"(Common contaminant protein)"	"23.2558139534884"	"17"	"17"	"17"	"1"	"645"	"65.825"	"8"	"1.38"	"0.91"	"0.56"	"0.50"	"0.84"	"2.87"	"4.79"	"16.38"	"8.40"	"5.20"	""	"17"	"0"	"0"	"Green"	"84.458923282732"
"False"	"IsMasterProtein"	"Q91896"	"14-3-3 protein zeta OS=Xenopus laevis GN=ywhaz PE=2 SV=2"	"57.9591836734694"	"16"	"19"	"16"	"1"	"245"	"27.712"	"4.79"	"0.45"	"0.77"	"0.93"	"0.77"	"0.82"	"19.32"	"7.68"	"11.26"	"9.20"	"3.45"	""	"16"	"0"	"0"	"Green"	"84.2616735267343"
"False"	"IsMasterProtein"	"O93477"	"Adenosylhomocysteinase B OS=Xenopus laevis GN=ahcy-b PE=2 SV=1"	"51.5011547344111"	"22"	"25"	"21"	"1"	"433"	"47.714"	"6.4"	"0.50"	"0.81"	"1.05"	"0.93"	"0.80"	"12.04"	"4.97"	"7.10"	"9.54"	"5.13"	""	"22"	"0"	"0"	"Green"	"81.4327046690704"
"False"	"IsMasterProtein"	"Q7ZWN5"	"Triosephosphate isomerase OS=Xenopus laevis GN=tpi1 PE=2 SV=1"	"76.2096774193548"	"19"	"19"	"19"	"1"	"248"	"26.745"	"7.36"	"0.42"	"0.77"	"0.96"	"0.89"	"0.76"	"10.53"	"2.18"	"4.95"	"5.65"	"2.69"	""	"19"	"0"	"0"	"Green"	"79.5944488520663"
"False"	"IsMasterProtein"	"Q5XGK8"	"LOC495278 protein OS=Xenopus laevis GN=LOC495278 PE=2 SV=1"	"54.1666666666667"	"25"	"25"	"25"	"1"	"480"	"51.864"	"6.62"	"0.52"	"0.84"	"1.07"	"0.92"	"0.74"	"8.23"	"2.84"	"3.37"	"3.48"	"3.29"	""	"25"	"0"	"0"	"Green"	"78.3442909507133"
"False"	"IsMasterProtein"	"K1C9_HUMAN"	"(Common contaminant protein)"	"33.3868378812199"	"15"	"16"	"15"	"1"	"623"	"62.092"	"5.3"	"1.63"	"0.49"	"0.36"	"0.77"	"0.74"	"5.26"	"6.85"	"31.83"	"13.43"	"8.51"	""	"15"	"0"	"0"	"Green"	"78.1162244138044"
"False"	"IsMasterProtein"	"Q7SZS3"	"Aspartate aminotransferase OS=Xenopus laevis GN=got2 PE=2 SV=1"	"48.2435597189696"	"23"	"24"	"23"	"1"	"427"	"47.586"	"8.92"	"0.45"	"0.80"	"1.16"	"0.84"	"0.65"	"11.57"	"5.82"	"4.68"	"6.33"	"6.18"	""	"23"	"0"	"0"	"Green"	"78.001692093928"
"False"	"IsMasterProtein"	"Q7SZ11"	"Annexin OS=Xenopus laevis PE=2 SV=1"	"48.3965014577259"	"18"	"22"	"18"	"1"	"343"	"38.151"	"7.66"	"0.51"	"0.80"	"1.02"	"0.91"	"0.77"	"7.79"	"5.86"	"4.75"	"3.08"	"4.43"	""	"18"	"0"	"0"	"Green"	"77.5768405906568"
"False"	"IsMasterProtein"	"Q6NU46"	"Acetyl-CoA acetyltransferase A, mitochondrial OS=Xenopus laevis GN=acat1-a PE=2 SV=1"	"45.2380952380952"	"17"	"18"	"17"	"1"	"420"	"44.1"	"8.7"	"0.45"	"0.75"	"1.04"	"0.85"	"0.66"	"6.21"	"4.51"	"6.42"	"12.39"	"8.83"	""	"17"	"0"	"0"	"Green"	"77.5357885281007"
"False"	"IsMasterProtein"	"Q8AVH2"	"Ckb-prov protein OS=Xenopus laevis GN=ckb PE=2 SV=1"	"52.3936170212766"	"20"	"21"	"20"	"1"	"376"	"42.214"	"6.61"	"0.53"	"0.76"	"0.98"	"0.80"	"0.72"	"9.45"	"4.69"	"6.40"	"8.40"	"4.13"	""	"20"	"0"	"0"	"Green"	"77.2048579893226"
"False"	"IsMasterProtein"	"Q8AVI3"	"60S acidic ribosomal protein P0 OS=Xenopus laevis GN=rplp0 PE=2 SV=1"	"47.9365079365079"	"17"	"22"	"17"	"1"	"315"	"34.076"	"5.57"	"0.44"	"0.84"	"1.11"	"0.95"	"0.78"	"9.55"	"7.40"	"5.48"	"4.41"	"5.87"	""	"17"	"0"	"0"	"Green"	"77.0995737885429"
"False"	"IsMasterProtein"	"Q801S3"	"40S ribosomal protein S3a-A OS=Xenopus laevis GN=rps3a-a PE=2 SV=3"	"40.1515151515151"	"17"	"19"	"17"	"1"	"264"	"29.922"	"9.72"	"0.50"	"0.85"	"1.20"	"0.88"	"0.81"	"10.81"	"4.70"	"4.30"	"4.97"	"4.56"	""	"17"	"0"	"0"	"Green"	"76.6074346692804"
"False"	"IsMasterProtein"	"Q6GPS9"	"MGC82638 protein OS=Xenopus laevis GN=hadha PE=2 SV=1"	"27.3684210526316"	"20"	"23"	"20"	"1"	"760"	"82.307"	"8.94"	"0.53"	"0.80"	"1.05"	"0.85"	"0.77"	"5.88"	"2.10"	"6.91"	"2.41"	"4.34"	""	"20"	"0"	"0"	"Green"	"75.2709853335359"
"False"	"IsMasterProtein"	"Q9W7F2"	"WD repeat-containing protein 1-A OS=Xenopus laevis GN=wdr1-a PE=2 SV=2"	"30.3130148270181"	"18"	"20"	"18"	"1"	"607"	"66.122"	"6.68"	"0.50"	"0.83"	"1.25"	"0.90"	"0.83"	"13.51"	"8.34"	"8.89"	"7.51"	"5.58"	""	"18"	"0"	"0"	"Green"	"74.313682196233"
