"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Ratios: (127) / (126)"	"Ratios: (128) / (126)"	"Ratios: (129) / (126)"	"Ratios: (130) / (126)"	"Ratios: (131) / (126)"	"Ratio Standard Errors [%]: (127) / (126)"	"Ratio Standard Errors [%]: (128) / (126)"	"Ratio Standard Errors [%]: (129) / (126)"	"Ratio Standard Errors [%]: (130) / (126)"	"Ratio Standard Errors [%]: (131) / (126)"	"emPAI"	"# Peptides A2"	"# Cumulative Decoys A2"	"FDR A2"	"Confidence A2"	"|Log Prob| A2"
"False"	"IsMasterProtein"	"P23787"	"Transitional endoplasmic reticulum ATPase OS=Xenopus laevis GN=vcp PE=1 SV=3"	"45.4658385093168"	"37"	"42"	"36"	"1"	"805"	"89.156"	"5.3"	"0.79"	"0.82"	"1.03"	"0.88"	"0.85"	"5.30"	"5.90"	"3.44"	"2.42"	"3.56"	""	"37"	"0"	"0"	"Green"	"151.318562484995"
"False"	"IsMasterProtein"	"Q7ZTK6"	"MGC53952 protein OS=Xenopus laevis GN=hspa8 PE=2 SV=1"	"47.3684210526316"	"31"	"35"	"30"	"1"	"646"	"70.748"	"5.4"	"0.78"	"0.75"	"0.93"	"0.85"	"0.82"	"4.49"	"5.56"	"4.37"	"2.83"	"3.29"	""	"31"	"0"	"0"	"Green"	"150.802241193381"
"False"	"IsMasterProtein"	"Q68EY5"	"ATP synthase subunit alpha OS=Xenopus laevis GN=atp5a1 PE=2 SV=1"	"56.4195298372514"	"31"	"33"	"31"	"1"	"553"	"59.851"	"9.1"	"0.82"	"0.68"	"0.82"	"0.83"	"0.89"	"5.07"	"8.99"	"4.14"	"4.06"	"3.28"	""	"31"	"0"	"0"	"Green"	"143.401177690321"
"False"	"IsMasterProtein"	"Q7ZY25"	"Pyruvate kinase OS=Xenopus laevis PE=2 SV=1"	"47.2485768500949"	"32"	"42"	"29"	"1"	"527"	"57.362"	"7.14"	"0.79"	"0.82"	"0.98"	"0.89"	"0.87"	"6.08"	"5.91"	"3.64"	"3.00"	"2.87"	""	"32"	"0"	"0"	"Green"	"137.702971937409"
"False"	"IsMasterProtein"	"O93522"	"Nonmuscle myosin II heavy chain A OS=Xenopus laevis GN=myh9 PE=2 SV=1"	"24.2871690427699"	"49"	"52"	"49"	"1"	"1964"	"226.67"	"5.54"	"0.80"	"0.90"	"1.10"	"0.90"	"0.85"	"5.52"	"4.53"	"3.01"	"2.80"	"2.74"	""	"49"	"0"	"0"	"Green"	"136.376809739065"
"False"	"IsMasterProteinCandidate"	"B7ZS76"	"LOC398083 protein OS=Xenopus laevis GN=LOC398083 PE=2 SV=1"	"24.3119266055046"	"49"	"52"	"49"	"1"	"1962"	"226.556"	"5.54"	"0.80"	"0.90"	"1.10"	"0.90"	"0.85"	"5.52"	"4.53"	"3.01"	"2.80"	"2.74"	""	"49"	"0"	"0"	"Green"	"136.376809739065"
"False"	"IsMasterProtein"	"Q6B4U5"	"Malate dehydrogenase OS=Xenopus laevis GN=mdh2 PE=2 SV=1"	"70.414201183432"	"18"	"22"	"18"	"1"	"338"	"35.766"	"8.59"	"0.79"	"0.69"	"0.87"	"0.76"	"0.84"	"5.13"	"10.79"	"4.69"	"7.08"	"4.07"	""	"18"	"0"	"0"	"Green"	"131.517751673313"
"False"	"IsMasterProtein"	"K1C10_HUMAN"	"(Common contaminant protein)"	"44.6880269814503"	"25"	"26"	"25"	"1"	"593"	"59.483"	"5.21"	"0.92"	"0.57"	"1.01"	"1.49"	"0.56"	"6.12"	"10.55"	"4.45"	"2.18"	"9.69"	""	"25"	"0"	"0"	"Green"	"130.102674658184"
"False"	"IsMasterProtein"	"Q7ZY52"	"Glyceraldehyde-3-phosphate dehydrogenase OS=Xenopus laevis PE=2 SV=1"	"62.4624624624625"	"24"	"33"	"23"	"1"	"333"	"35.812"	"8.05"	"0.73"	"0.79"	"0.91"	"0.84"	"0.78"	"7.72"	"4.59"	"2.15"	"4.13"	"2.37"	""	"24"	"0"	"0"	"Green"	"128.824102380766"
"False"	"IsMasterProtein"	"Q3KQ54"	"MGC130953 protein OS=Xenopus laevis GN=atic PE=2 SV=1"	"38.3701188455008"	"20"	"22"	"20"	"1"	"589"	"63.788"	"6.55"	"0.88"	"0.74"	"1.01"	"0.96"	"0.87"	"10.47"	"9.20"	"5.56"	"3.60"	"3.31"	""	"20"	"0"	"0"	"Green"	"128.229815084787"
"False"	"IsMasterProtein"	"Q8AVB7"	"Cct2-prov protein OS=Xenopus laevis GN=cct2 PE=2 SV=1"	"55.5140186915888"	"25"	"25"	"25"	"1"	"535"	"57.629"	"6.21"	"0.74"	"0.83"	"1.12"	"0.95"	"0.91"	"6.70"	"5.23"	"2.80"	"2.80"	"4.42"	""	"25"	"0"	"0"	"Green"	"128.21216402033"
"False"	"IsMasterProteinCandidate"	"O93400"	"Actin, cytoplasmic 1 OS=Xenopus laevis GN=actb PE=2 SV=1"	"50.9333333333333"	"22"	"28"	"22"	"1"	"375"	"41.74"	"5.48"	"0.81"	"0.72"	"0.95"	"0.96"	"0.79"	"5.18"	"8.34"	"4.12"	"2.92"	"4.60"	""	"22"	"0"	"0"	"Green"	"127.118373409259"
"False"	"IsMasterProteinCandidate"	"P53506"	"Actin, cytoplasmic type 8 OS=Xenopus laevis PE=3 SV=1"	"50.7978723404255"	"22"	"28"	"22"	"1"	"376"	"41.821"	"5.48"	"0.81"	"0.72"	"0.95"	"0.96"	"0.79"	"5.18"	"8.34"	"4.12"	"2.92"	"4.60"	""	"22"	"0"	"0"	"Green"	"127.118373409259"
"False"	"IsMasterProteinCandidate"	"A2BDB0"	"Actin, cytoplasmic 2 OS=Xenopus laevis GN=actg1 PE=2 SV=1"	"50.9333333333333"	"22"	"28"	"22"	"1"	"375"	"41.766"	"5.48"	"0.81"	"0.72"	"0.95"	"0.96"	"0.79"	"5.18"	"8.34"	"4.12"	"2.92"	"4.60"	""	"22"	"0"	"0"	"Green"	"127.118373409259"
"False"	"IsMasterProtein"	"P53505"	"Actin, cytoplasmic type 5 OS=Xenopus laevis PE=3 SV=1"	"50.7978723404255"	"22"	"28"	"22"	"1"	"376"	"41.823"	"5.48"	"0.81"	"0.72"	"0.95"	"0.96"	"0.79"	"5.18"	"8.34"	"4.12"	"2.92"	"4.60"	""	"22"	"0"	"0"	"Green"	"127.118373409259"
"False"	"IsMasterProtein"	"O12975"	"Fructose-bisphosphate aldolase OS=Xenopus laevis GN=aldoa PE=2 SV=1"	"65.9340659340659"	"28"	"32"	"28"	"1"	"364"	"39.361"	"8.29"	"0.80"	"0.80"	"0.98"	"0.93"	"0.85"	"5.19"	"4.93"	"3.61"	"3.40"	"3.06"	""	"28"	"0"	"0"	"Green"	"119.910218894783"
"False"	"IsMasterProteinCandidate"	"Q9PTK6"	"Perilipin OS=Xenopus laevis GN=fatvg PE=2 SV=1"	"49.0196078431373"	"20"	"23"	"17"	"1"	"408"	"44.644"	"5.39"	"0.88"	"0.85"	"0.93"	"0.95"	"0.91"	"10.19"	"8.46"	"4.86"	"7.23"	"6.21"	""	"20"	"0"	"0"	"Green"	"118.880988462686"
"False"	"IsMasterProtein"	"Q6IP21"	"Perilipin OS=Xenopus laevis GN=plin2 PE=2 SV=1"	"46.7289719626168"	"20"	"23"	"17"	"1"	"428"	"47.168"	"5.06"	"0.88"	"0.85"	"0.93"	"0.95"	"0.91"	"10.19"	"8.46"	"4.86"	"7.23"	"6.21"	""	"20"	"0"	"0"	"Green"	"118.880988462686"
"False"	"IsMasterProtein"	"A2VD63"	"Uncharacterized protein OS=Xenopus laevis PE=2 SV=1"	"34.0372670807453"	"31"	"32"	"31"	"1"	"805"	"92.608"	"4.82"	"0.83"	"0.74"	"0.92"	"0.87"	"0.79"	"5.91"	"7.44"	"4.20"	"3.65"	"2.91"	""	"31"	"0"	"0"	"Green"	"117.844378966767"
"False"	"IsMasterProtein"	"Q8AVE3"	"Hspa5 protein OS=Xenopus laevis GN=hspa5 PE=2 SV=1"	"38.0152671755725"	"23"	"24"	"23"	"1"	"655"	"72.375"	"5.14"	"0.85"	"0.83"	"1.04"	"0.87"	"0.75"	"5.36"	"5.34"	"2.39"	"6.11"	"7.76"	""	"23"	"0"	"0"	"Green"	"117.653563129889"
"False"	"IsMasterProtein"	"Q7ZTL5"	"Cct8-prov protein OS=Xenopus laevis GN=cct8 PE=2 SV=1"	"55.8608058608059"	"31"	"36"	"31"	"1"	"546"	"59.321"	"5.53"	"0.79"	"0.77"	"1.00"	"0.92"	"0.80"	"4.73"	"6.47"	"3.43"	"2.01"	"2.60"	""	"31"	"0"	"0"	"Green"	"114.360298292529"
"False"	"IsMasterProtein"	"Q9I8J7"	"MGC69114 protein OS=Xenopus laevis GN=tktl2 PE=2 SV=1"	"34.4"	"22"	"24"	"22"	"1"	"625"	"67.409"	"6.73"	"0.82"	"0.67"	"0.78"	"0.85"	"0.77"	"7.94"	"10.75"	"3.96"	"5.43"	"4.26"	""	"22"	"0"	"0"	"Green"	"113.197712774478"
"False"	"IsMasterProtein"	"Q7ZTJ5"	"Protein disulfide-isomerase (Fragment) OS=Xenopus laevis GN=P4hb PE=2 SV=1"	"43.9071566731141"	"27"	"29"	"26"	"1"	"517"	"57.98"	"4.91"	"0.81"	"0.73"	"0.86"	"0.80"	"0.81"	"5.91"	"7.14"	"4.67"	"5.33"	"4.24"	""	"27"	"0"	"0"	"Green"	"110.659532880008"
"False"	"IsMasterProtein"	"P30883"	"Tubulin beta-4 chain OS=Xenopus laevis GN=tubb4 PE=2 SV=1"	"57.752808988764"	"21"	"24"	"21"	"1"	"445"	"49.784"	"4.89"	"0.84"	"0.80"	"0.92"	"0.93"	"0.82"	"6.14"	"5.49"	"4.39"	"5.37"	"3.25"	""	"21"	"0"	"0"	"Green"	"110.256092371314"
"False"	"IsMasterProtein"	"Q6GN66"	"T-complex protein 1 subunit delta OS=Xenopus laevis GN=cct4 PE=2 SV=1"	"48.2374768089054"	"21"	"27"	"20"	"1"	"539"	"57.855"	"7.61"	"0.83"	"0.82"	"1.04"	"0.89"	"0.83"	"4.51"	"8.16"	"4.87"	"4.02"	"4.71"	""	"21"	"0"	"0"	"Green"	"106.359730909155"
"False"	"IsMasterProtein"	"Q5U4V6"	"LOC397931 protein OS=Xenopus laevis GN=LOC397931 PE=2 SV=1"	"47.5555555555556"	"21"	"26"	"21"	"1"	"450"	"50.035"	"5.15"	"0.83"	"0.73"	"0.91"	"0.83"	"0.81"	"7.19"	"5.38"	"3.23"	"4.42"	"3.99"	""	"21"	"0"	"0"	"Green"	"104.483942322583"
"False"	"IsMasterProtein"	"Q7ZXN9"	"MGC53348 protein OS=Xenopus laevis PE=2 SV=1"	"40.7207207207207"	"22"	"26"	"21"	"1"	"555"	"60.088"	"6.21"	"0.68"	"0.84"	"1.01"	"0.91"	"0.83"	"3.76"	"9.49"	"5.80"	"4.82"	"4.27"	""	"22"	"0"	"0"	"Green"	"104.28789206244"
"False"	"IsMasterProtein"	"Q6NTP7"	"Aconitate hydratase, mitochondrial OS=Xenopus laevis GN=LOC398139 PE=2 SV=1"	"36.3171355498721"	"30"	"32"	"29"	"1"	"782"	"85.386"	"7.11"	"0.89"	"0.75"	"1.00"	"0.78"	"0.91"	"5.08"	"9.90"	"4.13"	"6.44"	"2.94"	""	"30"	"0"	"0"	"Green"	"103.17548022763"
"False"	"IsMasterProtein"	"Q7ZYA3"	"Pgm2-prov protein OS=Xenopus laevis GN=pgm1 PE=2 SV=1"	"50.355871886121"	"24"	"24"	"24"	"1"	"562"	"61.561"	"6.14"	"0.83"	"0.64"	"1.03"	"0.81"	"0.87"	"7.49"	"9.19"	"4.41"	"4.90"	"2.78"	""	"24"	"0"	"0"	"Green"	"102.608246160683"
"False"	"IsMasterProtein"	"B1WBD3"	"Alanine--tRNA ligase, cytoplasmic OS=Xenopus laevis GN=aars PE=2 SV=1"	"36.8801652892562"	"34"	"36"	"34"	"1"	"968"	"107.451"	"5.54"	"0.80"	"0.90"	"1.07"	"0.92"	"0.91"	"3.88"	"5.18"	"2.72"	"1.95"	"1.99"	""	"34"	"0"	"0"	"Green"	"100.920523126878"
"False"	"IsMasterProtein"	"Q8AVH2"	"Ckb-prov protein OS=Xenopus laevis GN=ckb PE=2 SV=1"	"55.0531914893617"	"22"	"22"	"22"	"1"	"376"	"42.214"	"6.61"	"0.73"	"0.67"	"0.88"	"0.74"	"0.84"	"8.98"	"9.95"	"5.05"	"4.00"	"4.51"	""	"22"	"0"	"0"	"Green"	"100.529743335944"
"False"	"IsMasterProtein"	"Q6GPS9"	"MGC82638 protein OS=Xenopus laevis GN=hadha PE=2 SV=1"	"31.7105263157895"	"21"	"23"	"21"	"1"	"760"	"82.307"	"8.94"	"0.80"	"0.72"	"0.88"	"0.79"	"0.82"	"5.19"	"5.53"	"5.53"	"4.33"	"5.82"	""	"21"	"0"	"0"	"Green"	"99.1334242120505"
"False"	"IsMasterProtein"	"Q6GNR4"	"Clathrin heavy chain OS=Xenopus laevis GN=cltc PE=2 SV=1"	"17.2537313432836"	"24"	"26"	"24"	"1"	"1675"	"191.309"	"5.74"	"0.90"	"0.83"	"1.02"	"0.94"	"0.90"	"5.54"	"6.81"	"3.83"	"5.52"	"4.76"	""	"24"	"0"	"0"	"Green"	"97.9964483014107"
"False"	"IsMasterProtein"	"P52297"	"Importin subunit beta OS=Xenopus laevis GN=kpnb1 PE=1 SV=3"	"25.1141552511416"	"20"	"22"	"20"	"1"	"876"	"97.124"	"4.79"	"0.84"	"0.73"	"0.89"	"0.96"	"0.89"	"8.21"	"6.34"	"4.19"	"4.95"	"4.67"	""	"20"	"0"	"0"	"Green"	"97.6153240501316"
"False"	"IsMasterProtein"	"Q7ZYT3"	"Rpls3-b protein OS=Xenopus laevis GN=rpls3-b PE=2 SV=1"	"68.6991869918699"	"21"	"22"	"20"	"1"	"246"	"26.999"	"9.66"	"0.70"	"0.72"	"0.88"	"0.82"	"0.88"	"6.65"	"8.31"	"5.53"	"2.28"	"2.58"	""	"21"	"0"	"0"	"Green"	"96.4467143314959"
"False"	"IsMasterProtein"	"Q6IP60"	"Hspd1 protein OS=Xenopus laevis GN=hspd1 PE=2 SV=1"	"44.7322970639033"	"21"	"24"	"21"	"1"	"579"	"61.596"	"5.83"	"0.88"	"0.89"	"0.93"	"0.81"	"0.83"	"7.67"	"5.26"	"7.06"	"5.17"	"4.58"	""	"21"	"0"	"0"	"Green"	"94.5382758438762"
"False"	"IsMasterProtein"	"Q801S7"	"Uba1a protein OS=Xenopus laevis GN=uba1a PE=2 SV=1"	"28.7063267233239"	"23"	"26"	"22"	"1"	"1059"	"117.919"	"5.77"	"0.72"	"0.78"	"1.01"	"0.86"	"0.84"	"10.96"	"6.93"	"3.49"	"6.84"	"4.50"	""	"23"	"0"	"0"	"Green"	"93.92913887461"
"False"	"IsMasterProtein"	"Q6GN02"	"Acetyl-CoA acetyltransferase B, mitochondrial OS=Xenopus laevis GN=acat1-b PE=2 SV=1"	"41.9047619047619"	"17"	"17"	"15"	"1"	"420"	"44.045"	"8.56"	"0.76"	"0.74"	"1.07"	"0.72"	"0.91"	"6.87"	"8.15"	"5.36"	"6.01"	"4.65"	""	"17"	"0"	"0"	"Green"	"92.902923115723"
"False"	"IsMasterProtein"	"K22E_HUMAN"	"(Common contaminant protein)"	"40.7751937984496"	"20"	"21"	"20"	"1"	"645"	"65.825"	"8"	"0.80"	"0.61"	"0.81"	"1.49"	"0.49"	"6.43"	"10.11"	"6.84"	"3.10"	"17.02"	""	"20"	"0"	"0"	"Green"	"92.8448972553413"
"False"	"IsMasterProtein"	"Q05AY3"	"Cn2 protein OS=Xenopus laevis GN=cn2 PE=2 SV=1"	"37.7637130801688"	"17"	"19"	"17"	"1"	"474"	"52.74"	"5.44"	"0.89"	"0.72"	"0.95"	"0.87"	"0.77"	"8.53"	"7.92"	"3.73"	"4.73"	"3.97"	""	"17"	"0"	"0"	"Green"	"92.6397675279934"
"False"	"IsMasterProteinCandidate"	"Q7T0R7"	"Cn2-prov protein OS=Xenopus laevis GN=cndp2 PE=2 SV=1"	"37.7637130801688"	"17"	"19"	"17"	"1"	"474"	"52.712"	"5.44"	"0.89"	"0.72"	"0.95"	"0.87"	"0.77"	"8.53"	"7.92"	"3.73"	"4.73"	"3.97"	""	"17"	"0"	"0"	"Green"	"92.6397675279934"
"False"	"IsMasterProtein"	"Q6GP33"	"Glucose-6-phosphate isomerase OS=Xenopus laevis GN=gpi PE=2 SV=1"	"42.49547920434"	"20"	"25"	"19"	"1"	"553"	"62.067"	"7.47"	"0.80"	"0.72"	"0.99"	"0.88"	"0.82"	"7.50"	"8.20"	"2.92"	"5.28"	"7.08"	""	"20"	"0"	"0"	"Green"	"91.8723415854895"
"False"	"IsMasterProtein"	"Q6PCI8"	"Pyruvate carboxylase OS=Xenopus laevis GN=pc.1 PE=2 SV=1"	"23.5344095157179"	"27"	"29"	"27"	"1"	"1177"	"130.011"	"6.93"	"0.88"	"0.82"	"0.98"	"0.74"	"0.88"	"7.68"	"5.51"	"4.34"	"3.99"	"3.88"	""	"27"	"0"	"0"	"Green"	"91.73677576084"
"False"	"IsMasterProtein"	"Q6DD48"	"Phosphoglycerate kinase OS=Xenopus laevis GN=pgk1 PE=2 SV=1"	"54.916067146283"	"25"	"31"	"25"	"1"	"417"	"44.554"	"7.06"	"0.68"	"0.81"	"0.96"	"0.80"	"0.86"	"4.73"	"3.99"	"2.69"	"2.62"	"3.43"	""	"25"	"0"	"0"	"Green"	"86.7214323760219"
"False"	"IsMasterProtein"	"P50143"	"T-complex protein 1 subunit gamma OS=Xenopus laevis GN=cct3 PE=2 SV=2"	"42.0475319926874"	"22"	"27"	"22"	"1"	"547"	"60.598"	"6.27"	"0.84"	"0.79"	"1.03"	"0.92"	"0.83"	"4.16"	"3.55"	"3.71"	"5.47"	"1.86"	""	"22"	"0"	"0"	"Green"	"86.6363898921482"
"False"	"IsMasterProtein"	"Q6DEB8"	"Acadm-prov protein OS=Xenopus laevis GN=acadm PE=2 SV=1"	"46.8085106382979"	"17"	"18"	"16"	"1"	"423"	"46.241"	"8.57"	"0.89"	"0.69"	"0.87"	"0.84"	"0.76"	"7.91"	"7.57"	"4.96"	"7.35"	"9.28"	""	"17"	"0"	"0"	"Green"	"85.9786781779746"
"False"	"IsMasterProtein"	"Q6GNV0"	"MGC80858 protein OS=Xenopus laevis GN=pa2g4 PE=2 SV=1"	"46.6666666666667"	"21"	"24"	"21"	"1"	"390"	"43.443"	"6.8"	"0.78"	"0.75"	"0.93"	"0.81"	"0.83"	"6.72"	"8.56"	"4.07"	"5.64"	"4.91"	""	"21"	"0"	"0"	"Green"	"84.8546500476624"
"False"	"IsMasterProtein"	"Q7SZ23"	"Gstm2-prov protein OS=Xenopus laevis GN=gstm1 PE=2 SV=1"	"75.7990867579909"	"17"	"18"	"17"	"1"	"219"	"25.375"	"7.83"	"0.84"	"0.71"	"0.92"	"0.84"	"0.80"	"10.11"	"12.17"	"2.95"	"4.93"	"5.99"	""	"17"	"0"	"0"	"Green"	"83.2715294298437"
"False"	"IsMasterProtein"	"Q6NTT1"	"LOC398508 protein (Fragment) OS=Xenopus laevis GN=LOC398508 PE=2 SV=1"	"42.5655976676385"	"18"	"22"	"18"	"1"	"343"	"37.051"	"6.43"	"0.79"	"0.75"	"1.04"	"0.88"	"0.86"	"11.84"	"8.65"	"4.93"	"3.40"	"3.85"	""	"18"	"0"	"0"	"Green"	"81.5234020488713"
"False"	"IsMasterProtein"	"Q6IND5"	"MGC83495 protein OS=Xenopus laevis GN=vwa5a.2 PE=2 SV=1"	"26.1324041811847"	"18"	"22"	"16"	"1"	"861"	"94.428"	"4.83"	"0.75"	"0.77"	"0.96"	"0.89"	"0.82"	"9.84"	"11.24"	"5.82"	"4.84"	"4.07"	""	"18"	"0"	"0"	"Green"	"81.195356388006"
"False"	"IsMasterProtein"	"Q91896"	"14-3-3 protein zeta OS=Xenopus laevis GN=ywhaz PE=2 SV=2"	"57.9591836734694"	"16"	"16"	"16"	"1"	"245"	"27.712"	"4.79"	"0.86"	"0.68"	"0.92"	"0.84"	"0.83"	"6.50"	"14.43"	"7.78"	"5.38"	"6.66"	""	"16"	"0"	"0"	"Green"	"80.991184318539"
"False"	"IsMasterProtein"	"Q6DCT5"	"MGC80785 protein OS=Xenopus laevis GN=aldh2 PE=2 SV=1"	"39.1554702495202"	"19"	"21"	"18"	"1"	"521"	"57.213"	"7.65"	"0.89"	"0.68"	"0.88"	"0.70"	"0.87"	"5.17"	"8.66"	"6.45"	"7.84"	"4.03"	""	"19"	"0"	"0"	"Green"	"80.8080437104169"
"False"	"IsMasterProtein"	"Q801S3"	"40S ribosomal protein S3a-A OS=Xenopus laevis GN=rps3a-a PE=2 SV=3"	"53.030303030303"	"19"	"21"	"19"	"1"	"264"	"29.922"	"9.72"	"0.68"	"0.77"	"0.94"	"0.83"	"0.76"	"11.91"	"8.93"	"3.00"	"5.76"	"2.97"	""	"19"	"0"	"0"	"Green"	"80.7278451588965"
"False"	"IsMasterProtein"	"H1A8Z1"	"Ribonucleoside-diphosphate reductase OS=Xenopus laevis GN=RRM1 PE=2 SV=1"	"22.5846925972396"	"19"	"19"	"19"	"1"	"797"	"90.778"	"6.76"	"0.88"	"0.66"	"1.00"	"0.98"	"0.77"	"6.22"	"10.17"	"4.52"	"7.24"	"6.34"	""	"19"	"0"	"0"	"Green"	"79.2198455312518"
"False"	"IsMasterProtein"	"Q6GMA6"	"MGC81949 protein OS=Xenopus laevis GN=cct6a PE=2 SV=1"	"39.1713747645951"	"20"	"23"	"19"	"1"	"531"	"57.75"	"6.68"	"0.72"	"0.82"	"1.03"	"0.88"	"0.84"	"8.63"	"6.06"	"3.04"	"4.44"	"2.45"	""	"20"	"0"	"0"	"Green"	"78.9455042954549"
"False"	"IsMasterProtein"	"Q8AVI3"	"60S acidic ribosomal protein P0 OS=Xenopus laevis GN=rplp0 PE=2 SV=1"	"37.7777777777778"	"14"	"17"	"14"	"1"	"315"	"34.076"	"5.57"	"0.67"	"0.72"	"0.86"	"0.84"	"0.83"	"5.01"	"10.31"	"8.29"	"4.44"	"6.14"	""	"14"	"0"	"0"	"Green"	"78.8123592494273"
"False"	"IsMasterProtein"	"Q9W7F2"	"WD repeat-containing protein 1-A OS=Xenopus laevis GN=wdr1-a PE=2 SV=2"	"31.1367380560132"	"18"	"22"	"18"	"1"	"607"	"66.122"	"6.68"	"0.75"	"0.75"	"0.92"	"0.94"	"0.77"	"12.41"	"13.48"	"2.96"	"3.00"	"5.20"	""	"18"	"0"	"0"	"Green"	"78.7605216059066"
"False"	"IsMasterProtein"	"Q7ZYP8"	"LOC495278 protein (Fragment) OS=Xenopus laevis GN=LOC495278 PE=2 SV=1"	"42.2459893048128"	"24"	"24"	"24"	"1"	"561"	"61.119"	"6.55"	"0.80"	"0.78"	"1.02"	"0.97"	"0.87"	"4.68"	"6.69"	"4.15"	"3.48"	"5.02"	""	"24"	"0"	"0"	"Green"	"76.9228449909916"
