"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Ratios: (127) / (126)"	"Ratios: (128) / (126)"	"Ratios: (129) / (126)"	"Ratios: (130) / (126)"	"Ratios: (131) / (126)"	"Ratio Standard Errors [%]: (127) / (126)"	"Ratio Standard Errors [%]: (128) / (126)"	"Ratio Standard Errors [%]: (129) / (126)"	"Ratio Standard Errors [%]: (130) / (126)"	"Ratio Standard Errors [%]: (131) / (126)"	"emPAI"	"# Peptides A2"	"# Cumulative Decoys A2"	"FDR A2"	"Confidence A2"	"|Log Prob| A2"
"False"	"IsMasterProtein"	"Q7ZY52"	"Glyceraldehyde-3-phosphate dehydrogenase OS=Xenopus laevis PE=2 SV=1"	"61.2612612612613"	"24"	"36"	"23"	"1"	"333"	"35.812"	"8.05"	"0.75"	"0.68"	"0.69"	"0.75"	"1.08"	"6.39"	"7.43"	"6.75"	"4.11"	"2.72"	""	"24"	"0"	"0"	"Green"	"144.326790632966"
"False"	"IsMasterProteinCandidate"	"A2BDB0"	"Actin, cytoplasmic 2 OS=Xenopus laevis GN=actg1 PE=2 SV=1"	"58.6666666666667"	"25"	"32"	"25"	"1"	"375"	"41.766"	"5.48"	"0.83"	"0.79"	"0.72"	"0.80"	"1.11"	"3.67"	"8.43"	"5.24"	"4.35"	"3.45"	""	"25"	"0"	"0"	"Green"	"140.879440207729"
"False"	"IsMasterProtein"	"P53505"	"Actin, cytoplasmic type 5 OS=Xenopus laevis PE=3 SV=1"	"58.5106382978723"	"25"	"32"	"25"	"1"	"376"	"41.823"	"5.48"	"0.83"	"0.79"	"0.72"	"0.80"	"1.11"	"3.67"	"8.43"	"5.24"	"4.35"	"3.45"	""	"25"	"0"	"0"	"Green"	"140.879440207729"
"False"	"IsMasterProteinCandidate"	"O93400"	"Actin, cytoplasmic 1 OS=Xenopus laevis GN=actb PE=2 SV=1"	"58.6666666666667"	"25"	"32"	"25"	"1"	"375"	"41.74"	"5.48"	"0.83"	"0.79"	"0.72"	"0.80"	"1.11"	"3.67"	"8.43"	"5.24"	"4.35"	"3.45"	""	"25"	"0"	"0"	"Green"	"140.879440207729"
"False"	"IsMasterProtein"	"O93522"	"Nonmuscle myosin II heavy chain A OS=Xenopus laevis GN=myh9 PE=2 SV=1"	"24.6435845213849"	"49"	"52"	"49"	"1"	"1964"	"226.67"	"5.54"	"0.79"	"0.70"	"0.77"	"0.77"	"1.06"	"2.80"	"5.15"	"4.30"	"4.26"	"4.18"	""	"49"	"0"	"0"	"Green"	"138.790152534106"
"False"	"IsMasterProtein"	"Q7ZXP8"	"Eef2-prov protein OS=Xenopus laevis GN=eef2.1 PE=2 SV=1"	"41.7249417249417"	"41"	"52"	"38"	"1"	"858"	"95.366"	"6.93"	"0.81"	"0.67"	"0.80"	"0.74"	"0.95"	"3.08"	"4.48"	"3.51"	"3.87"	"3.75"	""	"41"	"0"	"0"	"Green"	"138.788219486945"
"False"	"IsMasterProtein"	"K2C1_HUMAN"	"(Common contaminant protein)"	"41.0575427682737"	"25"	"26"	"25"	"1"	"643"	"65.847"	"8.12"	"0.37"	"0.68"	"0.49"	"0.41"	"0.49"	"12.44"	"4.51"	"11.47"	"14.85"	"11.73"	""	"25"	"0"	"0"	"Green"	"138.324323691153"
"False"	"IsMasterProtein"	"Q68EY5"	"ATP synthase subunit alpha OS=Xenopus laevis GN=atp5a1 PE=2 SV=1"	"50.2712477396022"	"28"	"33"	"28"	"1"	"553"	"59.851"	"9.1"	"0.89"	"0.59"	"0.85"	"0.76"	"0.94"	"2.68"	"6.17"	"4.05"	"3.24"	"5.67"	""	"28"	"0"	"0"	"Green"	"127.041217367105"
"False"	"IsMasterProtein"	"Q92122"	"Pyruvate kinase PKM OS=Xenopus laevis GN=pkm PE=2 SV=1"	"54.4592030360531"	"33"	"42"	"31"	"1"	"527"	"57.489"	"6.99"	"0.81"	"0.72"	"0.74"	"0.78"	"1.03"	"3.35"	"6.04"	"4.44"	"2.96"	"3.76"	""	"33"	"0"	"0"	"Green"	"123.148789434826"
"False"	"IsMasterProtein"	"Q7ZXN9"	"MGC53348 protein OS=Xenopus laevis PE=2 SV=1"	"50.0900900900901"	"24"	"26"	"24"	"1"	"555"	"60.088"	"6.21"	"0.81"	"0.75"	"0.72"	"0.74"	"1.06"	"3.03"	"6.73"	"3.28"	"4.63"	"2.88"	""	"24"	"0"	"0"	"Green"	"122.594845108937"
"False"	"IsMasterProtein"	"Q7ZTJ5"	"Protein disulfide-isomerase (Fragment) OS=Xenopus laevis GN=P4hb PE=2 SV=1"	"49.5164410058027"	"29"	"34"	"28"	"1"	"517"	"57.98"	"4.91"	"0.80"	"0.67"	"0.70"	"0.65"	"0.92"	"5.24"	"6.65"	"6.21"	"4.60"	"5.81"	""	"29"	"0"	"0"	"Green"	"120.318410371677"
"False"	"IsMasterProteinCandidate"	"Q7T0R7"	"Cn2-prov protein OS=Xenopus laevis GN=cndp2 PE=2 SV=1"	"43.0379746835443"	"19"	"20"	"19"	"1"	"474"	"52.712"	"5.44"	"0.75"	"0.68"	"0.74"	"0.63"	"0.87"	"7.18"	"9.89"	"5.13"	"3.97"	"8.26"	""	"19"	"0"	"0"	"Green"	"117.332242132311"
"False"	"IsMasterProtein"	"Q05AY3"	"Cn2 protein OS=Xenopus laevis GN=cn2 PE=2 SV=1"	"43.0379746835443"	"19"	"20"	"19"	"1"	"474"	"52.74"	"5.44"	"0.75"	"0.68"	"0.74"	"0.63"	"0.87"	"7.18"	"9.89"	"5.13"	"3.97"	"8.26"	""	"19"	"0"	"0"	"Green"	"117.332242132311"
"False"	"IsMasterProtein"	"Q3KQ54"	"MGC130953 protein OS=Xenopus laevis GN=atic PE=2 SV=1"	"39.7283531409168"	"20"	"24"	"20"	"1"	"589"	"63.788"	"6.55"	"0.82"	"0.66"	"0.75"	"0.75"	"1.02"	"4.99"	"14.16"	"4.18"	"7.15"	"6.25"	""	"20"	"0"	"0"	"Green"	"113.509515318796"
"False"	"IsMasterProtein"	"A2VD63"	"Uncharacterized protein OS=Xenopus laevis PE=2 SV=1"	"32.4223602484472"	"33"	"35"	"33"	"1"	"805"	"92.608"	"4.82"	"0.83"	"0.69"	"0.79"	"0.73"	"1.05"	"4.09"	"5.24"	"4.24"	"6.39"	"3.19"	""	"33"	"0"	"0"	"Green"	"113.398695039894"
"False"	"IsMasterProtein"	"Q6DD68"	"LOC397850 protein OS=Xenopus laevis GN=LOC397850 PE=2 SV=1"	"42.5531914893617"	"25"	"27"	"25"	"1"	"658"	"72.625"	"5.07"	"0.77"	"0.68"	"0.69"	"0.69"	"1.00"	"4.07"	"6.37"	"3.13"	"2.94"	"3.24"	""	"25"	"0"	"0"	"Green"	"111.366213908767"
"False"	"IsMasterProtein"	"K1C10_HUMAN"	"(Common contaminant protein)"	"45.0252951096121"	"23"	"28"	"23"	"1"	"593"	"59.483"	"5.21"	"0.39"	"0.65"	"0.56"	"0.33"	"0.47"	"14.12"	"7.29"	"10.65"	"20.16"	"15.20"	""	"23"	"0"	"0"	"Green"	"111.295494496751"
"False"	"IsMasterProtein"	"Q9I8J7"	"MGC69114 protein OS=Xenopus laevis GN=tktl2 PE=2 SV=1"	"42.24"	"25"	"28"	"25"	"1"	"625"	"67.409"	"6.73"	"0.79"	"0.68"	"0.71"	"0.70"	"0.95"	"2.75"	"9.20"	"5.16"	"3.82"	"4.58"	""	"25"	"0"	"0"	"Green"	"111.277978168436"
"False"	"IsMasterProtein"	"Q6PCI8"	"Pyruvate carboxylase OS=Xenopus laevis GN=pc.1 PE=2 SV=1"	"27.8674596431606"	"29"	"30"	"28"	"1"	"1177"	"130.011"	"6.93"	"1.00"	"0.64"	"0.83"	"0.74"	"1.13"	"2.17"	"10.42"	"2.92"	"3.67"	"4.34"	""	"29"	"0"	"0"	"Green"	"108.107517294186"
"False"	"IsMasterProtein"	"Q7ZTL5"	"Cct8-prov protein OS=Xenopus laevis GN=cct8 PE=2 SV=1"	"50.9157509157509"	"28"	"31"	"28"	"1"	"546"	"59.321"	"5.53"	"0.78"	"0.67"	"0.72"	"0.77"	"1.10"	"3.41"	"7.94"	"4.56"	"3.75"	"3.45"	""	"28"	"0"	"0"	"Green"	"107.043594415981"
"False"	"IsMasterProtein"	"Q6NTP7"	"Aconitate hydratase, mitochondrial OS=Xenopus laevis GN=LOC398139 PE=2 SV=1"	"37.8516624040921"	"30"	"32"	"29"	"1"	"782"	"85.386"	"7.11"	"1.02"	"0.63"	"0.85"	"0.70"	"0.97"	"2.69"	"7.68"	"3.09"	"3.96"	"4.77"	""	"30"	"0"	"0"	"Green"	"105.935545366679"
"False"	"IsMasterProteinCandidate"	"Q9PUG0"	"Aconitate hydratase, mitochondrial OS=Xenopus laevis PE=2 SV=1"	"40.303738317757"	"30"	"32"	"29"	"1"	"856"	"93.474"	"7.78"	"1.02"	"0.63"	"0.85"	"0.70"	"0.97"	"2.69"	"7.68"	"3.09"	"3.96"	"4.77"	""	"30"	"0"	"0"	"Green"	"105.935545366679"
"False"	"IsMasterProtein"	"Q6GP33"	"Glucose-6-phosphate isomerase OS=Xenopus laevis GN=gpi PE=2 SV=1"	"49.7287522603978"	"23"	"27"	"22"	"1"	"553"	"62.067"	"7.47"	"0.78"	"0.63"	"0.74"	"0.66"	"0.90"	"4.72"	"8.47"	"5.44"	"11.72"	"5.05"	""	"23"	"0"	"0"	"Green"	"105.299904812683"
"False"	"IsMasterProtein"	"Q5U4V6"	"LOC397931 protein OS=Xenopus laevis GN=LOC397931 PE=2 SV=1"	"51.7777777777778"	"20"	"20"	"20"	"1"	"450"	"50.035"	"5.15"	"0.81"	"0.74"	"0.76"	"0.72"	"1.00"	"3.39"	"11.17"	"5.45"	"5.66"	"7.97"	""	"20"	"0"	"0"	"Green"	"104.118036255642"
"False"	"IsMasterProtein"	"Q8AVB7"	"Cct2-prov protein OS=Xenopus laevis GN=cct2 PE=2 SV=1"	"49.3457943925234"	"23"	"25"	"22"	"1"	"535"	"57.629"	"6.21"	"0.80"	"0.64"	"0.69"	"0.79"	"0.98"	"5.15"	"8.03"	"6.43"	"5.78"	"4.85"	""	"23"	"0"	"0"	"Green"	"100.920413171435"
"False"	"IsMasterProtein"	"O12975"	"Fructose-bisphosphate aldolase OS=Xenopus laevis GN=aldoa PE=2 SV=1"	"60.1648351648352"	"28"	"30"	"28"	"1"	"364"	"39.361"	"8.29"	"0.75"	"0.63"	"0.75"	"0.74"	"1.03"	"3.08"	"4.59"	"4.58"	"5.29"	"3.06"	""	"28"	"0"	"0"	"Green"	"100.156644574243"
"False"	"IsMasterProtein"	"Q7ZWN5"	"Triosephosphate isomerase OS=Xenopus laevis GN=tpi1 PE=2 SV=1"	"76.6129032258064"	"21"	"23"	"21"	"1"	"248"	"26.745"	"7.36"	"0.71"	"0.64"	"0.65"	"0.76"	"0.95"	"4.21"	"9.18"	"5.42"	"7.69"	"5.86"	""	"21"	"0"	"0"	"Green"	"99.479924830941"
"False"	"IsMasterProtein"	"Q6IP60"	"Hspd1 protein OS=Xenopus laevis GN=hspd1 PE=2 SV=1"	"42.6597582037997"	"23"	"24"	"23"	"1"	"579"	"61.596"	"5.83"	"0.93"	"0.62"	"0.77"	"0.70"	"0.99"	"3.37"	"7.20"	"6.85"	"5.61"	"3.34"	""	"23"	"0"	"0"	"Green"	"99.1678349328797"
"False"	"IsMasterProtein"	"Q6NTT1"	"LOC398508 protein (Fragment) OS=Xenopus laevis GN=LOC398508 PE=2 SV=1"	"55.9766763848396"	"21"	"24"	"21"	"1"	"343"	"37.051"	"6.43"	"0.85"	"0.67"	"0.75"	"0.77"	"0.96"	"3.52"	"11.19"	"5.64"	"5.18"	"7.79"	""	"21"	"0"	"0"	"Green"	"98.2492344170086"
"False"	"IsMasterProtein"	"P50143"	"T-complex protein 1 subunit gamma OS=Xenopus laevis GN=cct3 PE=2 SV=2"	"41.1334552102377"	"23"	"23"	"23"	"1"	"547"	"60.598"	"6.27"	"0.82"	"0.72"	"0.78"	"0.79"	"1.16"	"3.29"	"4.78"	"4.92"	"5.48"	"2.47"	""	"23"	"0"	"0"	"Green"	"97.9570154488568"
"False"	"IsMasterProtein"	"Q6DCT5"	"MGC80785 protein OS=Xenopus laevis GN=aldh2 PE=2 SV=1"	"38.3877159309021"	"20"	"23"	"19"	"1"	"521"	"57.213"	"7.65"	"1.01"	"0.67"	"0.83"	"0.73"	"0.93"	"6.50"	"10.33"	"8.54"	"7.91"	"6.21"	""	"20"	"0"	"0"	"Green"	"97.7139258447625"
"False"	"IsMasterProtein"	"Q801S7"	"Uba1a protein OS=Xenopus laevis GN=uba1a PE=2 SV=1"	"26.1567516525024"	"24"	"31"	"23"	"1"	"1059"	"117.919"	"5.77"	"0.89"	"0.74"	"0.77"	"0.80"	"1.22"	"3.15"	"6.86"	"7.19"	"5.95"	"4.02"	""	"24"	"0"	"0"	"Green"	"97.2063125073977"
"False"	"IsMasterProtein"	"Q6DD48"	"Phosphoglycerate kinase OS=Xenopus laevis GN=pgk1 PE=2 SV=1"	"50.1199040767386"	"21"	"23"	"21"	"1"	"417"	"44.554"	"7.06"	"0.84"	"0.71"	"0.68"	"0.70"	"1.06"	"2.78"	"7.30"	"4.97"	"4.62"	"3.13"	""	"21"	"0"	"0"	"Green"	"96.1449262975766"
"False"	"IsMasterProtein"	"Q6GNV0"	"MGC80858 protein OS=Xenopus laevis GN=pa2g4 PE=2 SV=1"	"43.0769230769231"	"20"	"22"	"20"	"1"	"390"	"43.443"	"6.8"	"0.78"	"0.65"	"0.80"	"0.74"	"0.90"	"4.28"	"6.93"	"4.47"	"3.29"	"6.22"	""	"20"	"0"	"0"	"Green"	"95.2544402282692"
"False"	"IsMasterProtein"	"P26642"	"Elongation factor 1-gamma-A OS=Xenopus laevis GN=eef1g-a PE=1 SV=1"	"38.9908256880734"	"21"	"22"	"21"	"1"	"436"	"49.759"	"7.68"	"0.82"	"0.74"	"0.71"	"0.77"	"0.93"	"4.01"	"10.82"	"5.14"	"3.88"	"3.41"	""	"21"	"0"	"0"	"Green"	"95.0270263937768"
"False"	"IsMasterProtein"	"Q6IP21"	"Perilipin OS=Xenopus laevis GN=plin2 PE=2 SV=1"	"44.6261682242991"	"16"	"17"	"14"	"1"	"428"	"47.168"	"5.06"	"0.78"	"0.78"	"0.69"	"0.92"	"0.95"	"5.79"	"16.04"	"3.53"	"9.92"	"8.41"	""	"16"	"0"	"0"	"Green"	"94.5800906374591"
"False"	"IsMasterProteinCandidate"	"Q9PTK6"	"Perilipin OS=Xenopus laevis GN=fatvg PE=2 SV=1"	"46.8137254901961"	"16"	"17"	"14"	"1"	"408"	"44.644"	"5.39"	"0.78"	"0.78"	"0.69"	"0.92"	"0.95"	"5.79"	"16.04"	"3.53"	"9.92"	"8.41"	""	"16"	"0"	"0"	"Green"	"94.5800906374591"
"False"	"IsMasterProtein"	"P30883"	"Tubulin beta-4 chain OS=Xenopus laevis GN=tubb4 PE=2 SV=1"	"53.4831460674157"	"19"	"21"	"19"	"1"	"445"	"49.784"	"4.89"	"0.82"	"0.80"	"0.67"	"0.77"	"1.02"	"3.14"	"5.16"	"3.41"	"4.18"	"8.13"	""	"19"	"0"	"0"	"Green"	"93.3817828195172"
"False"	"IsMasterProtein"	"B1WBD3"	"Alanine--tRNA ligase, cytoplasmic OS=Xenopus laevis GN=aars PE=2 SV=1"	"31.095041322314"	"29"	"30"	"29"	"1"	"968"	"107.451"	"5.54"	"0.79"	"0.72"	"0.76"	"0.74"	"1.00"	"2.53"	"5.06"	"2.65"	"2.60"	"3.99"	""	"29"	"0"	"0"	"Green"	"92.5718482058565"
"False"	"IsMasterProtein"	"Q9W7F2"	"WD repeat-containing protein 1-A OS=Xenopus laevis GN=wdr1-a PE=2 SV=2"	"37.2322899505766"	"20"	"24"	"20"	"1"	"607"	"66.122"	"6.68"	"0.82"	"0.75"	"0.74"	"0.79"	"0.99"	"6.79"	"10.04"	"5.20"	"5.29"	"5.09"	""	"20"	"0"	"0"	"Green"	"91.847266697334"
"False"	"IsMasterProtein"	"Q6GN66"	"T-complex protein 1 subunit delta OS=Xenopus laevis GN=cct4 PE=2 SV=1"	"46.3821892393321"	"23"	"28"	"22"	"1"	"539"	"57.855"	"7.61"	"0.82"	"0.69"	"0.79"	"0.78"	"1.00"	"4.69"	"5.79"	"4.84"	"2.73"	"6.31"	""	"23"	"0"	"0"	"Green"	"91.221488856892"
"False"	"IsMasterProtein"	"P52297"	"Importin subunit beta OS=Xenopus laevis GN=kpnb1 PE=1 SV=3"	"25.9132420091324"	"20"	"23"	"20"	"1"	"876"	"97.124"	"4.79"	"0.87"	"0.76"	"0.89"	"0.79"	"1.01"	"3.73"	"4.99"	"4.42"	"6.22"	"4.65"	""	"20"	"0"	"0"	"Green"	"90.8761222835801"
"False"	"IsMasterProtein"	"Q6IND5"	"MGC83495 protein OS=Xenopus laevis GN=vwa5a.2 PE=2 SV=1"	"29.732868757259"	"21"	"24"	"19"	"1"	"861"	"94.428"	"4.83"	"0.85"	"0.75"	"0.79"	"0.73"	"1.03"	"2.64"	"6.56"	"8.60"	"5.67"	"2.77"	""	"21"	"0"	"0"	"Green"	"90.1216047705786"
"False"	"IsMasterProtein"	"Q7ZYT3"	"Rpls3-b protein OS=Xenopus laevis GN=rpls3-b PE=2 SV=1"	"68.6991869918699"	"21"	"24"	"20"	"1"	"246"	"26.999"	"9.66"	"0.78"	"0.74"	"0.76"	"0.78"	"1.05"	"3.35"	"8.66"	"2.52"	"4.47"	"5.12"	""	"21"	"0"	"0"	"Green"	"88.2625836682577"
"False"	"IsMasterProtein"	"Q7ZY98"	"2e999-prov protein OS=Xenopus laevis GN=snd1 PE=2 SV=1"	"23.3995584988962"	"20"	"22"	"20"	"1"	"906"	"101.218"	"6.9"	"0.78"	"0.80"	"0.77"	"0.73"	"1.03"	"8.00"	"5.51"	"6.18"	"5.76"	"5.62"	""	"20"	"0"	"0"	"Green"	"87.9122672338012"
"False"	"IsMasterProtein"	"Q7ZYA3"	"Pgm2-prov protein OS=Xenopus laevis GN=pgm1 PE=2 SV=1"	"38.7900355871886"	"21"	"21"	"21"	"1"	"562"	"61.561"	"6.14"	"0.82"	"0.65"	"0.71"	"0.72"	"0.90"	"4.50"	"5.49"	"7.22"	"5.90"	"5.38"	""	"21"	"0"	"0"	"Green"	"86.2074943302939"
"False"	"IsMasterProtein"	"Q8AVH2"	"Ckb-prov protein OS=Xenopus laevis GN=ckb PE=2 SV=1"	"53.1914893617021"	"22"	"24"	"22"	"1"	"376"	"42.214"	"6.61"	"0.81"	"0.72"	"0.78"	"0.74"	"1.12"	"3.84"	"8.61"	"4.19"	"4.37"	"4.88"	""	"22"	"0"	"0"	"Green"	"84.769244978584"
"False"	"IsMasterProtein"	"Q6GPS9"	"MGC82638 protein OS=Xenopus laevis GN=hadha PE=2 SV=1"	"28.1578947368421"	"18"	"19"	"18"	"1"	"760"	"82.307"	"8.94"	"0.97"	"0.59"	"0.86"	"0.74"	"0.92"	"3.89"	"8.12"	"5.42"	"2.99"	"6.47"	""	"18"	"0"	"0"	"Green"	"84.0878969429628"
"False"	"IsMasterProteinCandidate"	"Q6AZL6"	"LOC444845 protein OS=Xenopus laevis GN=LOC444845 PE=2 SV=1"	"37.4384236453202"	"15"	"16"	"15"	"1"	"406"	"46.047"	"5.48"	"0.83"	"0.71"	"0.80"	"0.75"	"1.17"	"7.21"	"3.32"	"6.39"	"8.48"	"5.65"	""	"15"	"0"	"0"	"Green"	"81.4280598197074"
"False"	"IsMasterProtein"	"O42576"	"Translation initiation factor eIF4A I OS=Xenopus laevis PE=2 SV=1"	"37.4384236453202"	"15"	"16"	"15"	"1"	"406"	"45.96"	"5.4"	"0.83"	"0.71"	"0.80"	"0.75"	"1.17"	"7.21"	"3.32"	"6.39"	"8.48"	"5.65"	""	"15"	"0"	"0"	"Green"	"81.4280598197074"
"False"	"IsMasterProteinCandidate"	"Q6NU02"	"LOC443739 protein OS=Xenopus laevis GN=eif4a1 PE=2 SV=1"	"37.4384236453202"	"15"	"16"	"15"	"1"	"406"	"45.989"	"5.48"	"0.83"	"0.71"	"0.80"	"0.75"	"1.17"	"7.21"	"3.32"	"6.39"	"8.48"	"5.65"	""	"15"	"0"	"0"	"Green"	"81.4280598197074"
"False"	"IsMasterProtein"	"Q7SYU9"	"L-lactate dehydrogenase OS=Xenopus laevis GN=ldhb PE=2 SV=1"	"34.4311377245509"	"13"	"14"	"13"	"1"	"334"	"36.375"	"7.49"	"0.80"	"0.64"	"0.67"	"0.71"	"0.94"	"3.00"	"4.73"	"1.98"	"4.02"	"6.45"	""	"13"	"0"	"0"	"Green"	"80.6779330700112"
"False"	"IsMasterProtein"	"Q6GNR4"	"Clathrin heavy chain OS=Xenopus laevis GN=cltc PE=2 SV=1"	"15.8208955223881"	"20"	"22"	"20"	"1"	"1675"	"191.309"	"5.74"	"0.89"	"0.81"	"0.78"	"0.82"	"1.08"	"8.25"	"9.37"	"7.19"	"4.92"	"6.15"	""	"20"	"0"	"0"	"Green"	"80.6051399085415"
"False"	"IsMasterProtein"	"Q7T0R9"	"Rps2e protein OS=Xenopus laevis GN=rps2 PE=2 SV=1"	"53.3807829181495"	"16"	"16"	"16"	"1"	"281"	"30.255"	"10.15"	"0.77"	"0.72"	"0.79"	"0.75"	"1.13"	"5.02"	"3.25"	"3.79"	"4.98"	"2.14"	""	"16"	"0"	"0"	"Green"	"80.2353209012863"
"False"	"IsMasterProtein"	"Q7SZ23"	"Gstm2-prov protein OS=Xenopus laevis GN=gstm1 PE=2 SV=1"	"73.0593607305936"	"18"	"19"	"18"	"1"	"219"	"25.375"	"7.83"	"0.85"	"0.82"	"0.53"	"0.78"	"0.86"	"4.61"	"8.04"	"11.89"	"5.47"	"7.63"	""	"18"	"0"	"0"	"Green"	"78.9011761527875"
"False"	"IsMasterProtein"	"Q6NU46"	"Acetyl-CoA acetyltransferase A, mitochondrial OS=Xenopus laevis GN=acat1-a PE=2 SV=1"	"44.047619047619"	"17"	"18"	"17"	"1"	"420"	"44.1"	"8.7"	"0.93"	"0.73"	"0.81"	"0.65"	"0.87"	"5.06"	"10.58"	"6.23"	"6.41"	"6.29"	""	"17"	"0"	"0"	"Green"	"78.7795764434328"
"False"	"IsMasterProtein"	"Q6IP81"	"Leukotriene A(4) hydrolase OS=Xenopus laevis GN=lta4h PE=1 SV=1"	"28.0788177339901"	"17"	"20"	"17"	"1"	"609"	"68.975"	"6.81"	"0.80"	"0.79"	"0.83"	"0.70"	"1.18"	"6.25"	"7.79"	"7.73"	"10.30"	"4.16"	""	"17"	"0"	"0"	"Green"	"78.2623622337822"
